SNOMED conceptID;SNOMED term;Google translate vertaalde term;Thot vertaalde term medisch woordenboek;Matecat vertaling
47020004;Ventriculoperitoneal shunt;ventriculoperitoneale shunt;ventriculoperitoneale shunt;ventriculoperitoneale shunt
47029003;Complicated sialodochoplasty;gecompliceerde sialodochoplasty;gecompliceerde sialodochoplasty;gecompliceerde sialodochoplasty
47074005;Ventriculocholecystostomy;Ventriculocholecystostomy;ventriculocholecystostomy;Ventriculocholecystostomy
47101004;Cardiotachometry;Cardiotachometry;cardiotachometry;Cardiotachometry
47730003;Intracavitary injection;intracavitaire injectie;intracavitaire injectie;intracavitaire injectie
48092004;Anesthesia for adrenalectomy;Anesthesie voor adrenalectomie;anesthesie voor adrenalectomie;Anesthesie voor adrenalectomie
48127001;Osteoclasis of fibula;Osteoclasis van fibula;osteoclasis van fibula;Osteoclasis van fibula
48138001;Splenogram;Splenogram;splenogram;Splenogram
48507008;Iridesis;Iridesis;iridesis;Iridesis
48537004;Bypass graft;bypass;bypass;bypass
48684007;Pharmacokinetic study;farmacokinetisch onderzoek;farmacokinetisch onderzoek;farmacokinetisch onderzoek
48706002;Exophthalmometry;Exophthalmometry;exophthalmometry;Exophthalmometry
48783008;Choledochopancreatostomy;Choledochopancreatostomy;choledochopancreatostomy;Choledochopancreatostomy
48986007;Cholecystocholangiogram;Cholecystocholangiogram;cholecystocholangiogram;Cholecystocholangiogram
49187005;Endarterectomy of aorta;Endarterectomie van aorta;endarterectomie van aorta;Endarterectomie van aorta
49438003;Appendectomy with drainage;Appendectomie met drainage;appendectomie met drainage;Appendectomie met drainage
49586007;Appendicocecostomy;Appendicocecostomy;appendicocecostomy;Appendicocecostomy
49676001;Closed mitral valve commissurotomy;Gesloten mitralisklep commissurotomie;gesloten mitralisklep commissurotomie;Gesloten mitralisklep commissurotomie
49754004;Manipulation of heart valve;Manipulatie van hartklep;manipulatie van hartklep;Manipulatie van hartklep
49795001;Pneumonectomy;pneumonectomie;pneumonectomie;Pneumectomie
49834007;Coccygotomy;Coccygotomy;coccygotomy;coccygotomie
49924002;Perineal colostomy;perineale colostomie;perineale colostomie;perineale colostomie
50160009;Extended family therapy;Uitgebreide gezinstherapie;uitgebreide gezinstherapie;Uitgebreide gezinstherapie
50260001;Dyslexia training;dyslexie training;dyslexie training;dyslexie training
50590007;Trephine biopsy;trephine biopsie;trephine biopsie;biopische trepanatie
51116004;Passive immunization;passieve immunisatie;passieve immunisatie;passieve immunisatie
51265002;Pharyngectomy;faryngectomie;faryngectomie;pharyngectomie
51431001;Bone graft of femur;Bottransplantaat femur;bottransplantaat femur;Bottransplantaat femur
51484002;Family therapy;gezinstherapie;gezinstherapie;gezinstherapie
51558006;Deep palpation;diepe palpatie;diepe palpatie;diepe palpatie
51790004;Extinction therapy;Extinction therapie;extinction therapie;Extinction therapie
51968005;Sesamoidectomy;Sesamoidectomy;sesamoidectomy;Sesamoidectomy
52699005;Hypophysectomy;hypofysectomie;hypofysectomie;hypofysectomie
52765003;Intubation;Intubatie;intubatie;Intubatie
52889002;Endocervical curettage;endocervicale curettage;endocervicale curettage;endocervicale curettage
52998000;Pantalar arthrodesis;Pantalar artrodese;pantalar artrodese;Pantalar artrodese
53087005;Intrathoracic esophagocolostomy;intrathoracale esophagocolostomy;intrathoracale esophagocolostomy;intrathoracale esophagocolostomy
53133001;Cecocoloplicopexy;Cecocoloplicopexy;cecocoloplicopexy;Cecocoloplicopexy
53145005;Lymphangiotomy;Lymphangiotomy;lymphangiotomy;Lymphangiotomy
53215001;Skin snip removal and examination;Huid snip verwijdering en onderzoek;huid snip verwijdering en onderzoek;Huid snip verwijdering en onderzoek
53251008;Incudectomy with stapedectomy;Incudectomy met stapedectomie;incudectomy met stapedectomie;Incudectomy met stapedectomie
53767003;Endoscopic biopsy;endoscopische biopsie;endoscopische biopsie;endoscopische biopsie
53950000;Respiratory therapy;ademhalingstherapie;ademhalingstherapie;ademhalingstraining
54033009;Cystourethroplasty;Cystourethroplasty;cystourethroplasty;Cystourethroplasty
54148001;Manipulation of parathyroid gland;Manipulatie van bijschildklier;manipulatie van bijschildklier;Manipulatie van bijschildklier
54636000;Cardiomyopexy;Cardiomyopexy;cardiomyopexy;Cardiomyopexy
54750003;Pyelorrhaphy;Pyelorrhaphy;pyelorrhaphy;Pyelorrhaphy
54956002;Gastrostomy;gastrostomie;gastrostomie;gastrostomie
55046007;Reamputation;Reamputation;reamputation;Reamputation
55198006;Bronchoscopy with biopsy;Bronchoscopie met biopsie;bronchoscopie met biopsie;Bronchoscopie met biopsie
55447006;Percutaneous hysterogram;percutane hysterogram;percutane hysterogram;percutane hysterogram
55454000;Spermatocystotomy;Spermatocystotomy;spermatocystotomy;vesiculotomie
55596003;Antegrade urography;antegrade urografie;antegrade urografie;antegrade urografie
55998007;Manipulation of aorta;Manipulatie van aorta;manipulatie van aorta;Manipulatie van aorta
56027003;Thromboelastography;tromboelastografie;tromboelastografie;tromboelastografie
56082007;Separation of unequal conjoined twins;Scheiding van ongelijke Siamese tweeling;scheiding van ongelijke siamese tweeling;Scheiding van ongelijke Siamese tweeling
56087001;Dacryocystography;dacryocystografie;dacryocystografie;dacryocystografie
56153009;Reconstruction of radial head;Reconstructie van radiuskop;reconstructie van radiuskop;Reconstructie van radiuskop
56251003;Nebulizer therapy;Nebulizer therapie;nebulizer therapie;Nebulizer therapie
56315007;Anesthesia for vaginal hysterectomy;Anesthesie voor vaginale hysterectomie;anesthesie voor vaginale hysterectomie;Anesthesie voor vaginale hysterectomie
56433002;Thyroidorrhaphy;Thyroidorrhaphy;thyroidorrhaphy;Thyroidorrhaphy
56438006;Neuroanastomosis;Neuroanastomosis;neuroanastomosis;Neuroanastomosis
56519000;Mandril anastomosis;mandril anastomose;mandril anastomose;mandril anastomose
56520006;Excision of cardioma;Excisie van cardioma;excisie van cardioma;Excisie van cardioma
56833008;Office endometrial curettage;Office endometrium curettage;office endometrium curettage;Office endometrium curettage
57151004;Cheilostomatoplasty;Cheilostomatoplasty;cheilostomatoplasty;Cheilostomatoplasty
57212002;Calico-ileoneocystostomy;Calico - ileoneocystostomy;calico - ileoneocystostomy;Calico - ileoneocystostomy
57214001;Effleurage;effleurage;effleurage;effleurage
57271003;Extraperitoneal cesarean section;Extraperitoneale keizersnede;extraperitoneale keizersnede;Extraperitoneale keizersnede
57551006;Iridotasis;Iridotasis;iridotasis;Iridotasis
57561004;Osteotomy of calcaneus;Osteotomie van calcaneus;osteotomie van calcaneus;Osteotomie van calcaneus
57569002;Opticociliary neurectomy;Opticociliary neurectomie;opticociliary neurectomie;Opticociliary neurectomie
57698006;Anesthesia for thoracoplasty;Anesthesie voor thoracoplastiek;anesthesie voor thoracoplastiek;Anesthesie voor thoracoplastiek
57847003;Crisis intervention by group therapy;Crisisinterventie door groepstherapie;crisisinterventie door groepstherapie;Crisisinterventie door groepstherapie
58090001;Pancreaticocystoenterostomy;Pancreaticocystoenterostomy;pancreaticocystoenterostomy;Pancreaticocystoenterostomy
58216002;Preventive incision;preventieve incisie;preventieve incisie;preventieve incisie
58452000;Physiotherapy training;fysiotherapie training;fysiotherapie training;fysiotherapie training
58515002;Cryoleucotomy;Cryoleucotomy;cryoleucotomy;Cryoleucotomy
58563004;Endoscopy of heart valve;Endoscopie van de hartklep;endoscopie van de hartklep;Endoscopie van de hartklep
58771002;Game analysis;Game analyse;game analyse;Game analyse
58809006;Osteoarthrotomy;Osteoarthrotomy;osteoarthrotomy;Osteoarthrotomy
58889009;Laserpexy;Laserpexy;laserpexy;Laserpexy
58985002;Cauterization of vulva;Cauterisatie van de vulva;cauterisatie van de vulva;Cauterisatie van de vulva
59108006;Injection;Injectie;injectie;Ge ï njecteerd
59218006;Temporary transcutaneous pacing;Tijdelijke transcutane pacing;tijdelijke transcutane pacing;Tijdelijke transcutane pacing
59230000;Removal of valve of vas deferens;Verwijdering van klep vas deferens;verwijdering van klep vas deferens;Verwijdering van klep vas deferens
59364003;Script analysis;script analyse;script analyse;script analyse
59596005;Hemodialysis training at home;Hemodialyse training thuis;hemodialyse training thuis;Hemodialyse training thuis
59620004;Mastectomy for gynecomastia;Mastectomie voor gynaecomastie;mastectomie voor gynaecomastie;Mastectomie voor gynaecomastie
59638001;Drainage of bursa by aspiration;Drainage van bursa door aspiratie;drainage van bursa door aspiratie;Drainage van bursa door aspiratie
59912004;Pancreaticoduodenostomy;Pancreaticoduodenostomy;pancreaticoduodenostomy;Pancreaticoduodenostomy
60006002;Intrathoracic phlebography;intrathoracale flebografie;intrathoracale flebografie;intrathoracale flebografie
60041003;Laryngopharyngectomy;laryngofaryngectomie;laryngofaryngectomie;laryngofaryngectomie
60128004;Complicated scrotoplasty;gecompliceerde scrotoplasty;gecompliceerde scrotoplasty;gecompliceerde scrotoplasty
60177007;Mechanical vitrectomy;mechanische vitrectomie;mechanische vitrectomie;mechanische vitrectomie
60369001;Bathing patient;bathing pati ë nt;bathing pati ë nt;bathing pati ë nt
60465006;Permanent gastrostomy;permanente gastrostomie;permanente gastrostomie;permanente gastrostomie
60685002;Prostatocystotomy;Prostatocystotomy;prostatocystotomy;Prostatocystotomy
60809008;Biopsy of clitoris;Biopsie van clitoris;biopsie van clitoris;Biopsie van clitoris
60892005;Jejunojejunostomy;Jejunojejunostomy;jejunojejunostomy;Jejunojejunostomy
61054004;Regional plethysmography;regionale plethysmografie;regionale plethysmografie;regionale plethysmografie
61063002;Ureterostomy;ureterostomie;ureterostomie;ureterostomie
61151005;Cholecystopancreatostomy;Cholecystopancreatostomy;cholecystopancreatostomy;Cholecystopancreatostomy
61285001;Ovulation induction;ovulatie - inductie;ovulatie - inductie;ovulatie - inductie
61303007;Open tenotomy of iliopsoas;Open tenotomie van iliopsoas;open tenotomie van iliopsoas;Open tenotomie van iliopsoas
61328004;Gastroduodenoscopy;gastroduodenoscopie;gastroduodenoscopie;gastroduodenoscopie
61732007;Trephine sclerectomy;trephine sclerectomy;trephine sclerectomy;trephine sclerectomy
61735009;Hepatoduodenostomy;Hepatoduodenostomy;hepatoduodenostomy;Hepatoduodenostomy
61829000;Curettage of muscle;Curettage spier;curettage , spier;Curettage spier
61902006;Anal pectenotomy;anale pectenotomy;anale pectenotomy;anale pectenotomy
62013009;Ambulating patient;ambulating pati ë nt;ambulating pati ë nt;ambulating pati ë nt
62022005;Anesthesia for radical hysterectomy;Anesthesie voor radicale hysterectomie;anesthesie voor radicale hysterectomie;Anesthesie voor radicale hysterectomie
62409009;Foraminotomy;foraminotomie;foraminotomie;foraminotomie
62651008;Anesthesia for perineal prostatectomy;Anesthesie voor perineale prostatectomie;anesthesie voor perineale prostatectomie;Anesthesie voor perineale prostatectomie
62726004;Fetal clavicotomy;foetale clavicotomy;foetale clavicotomy;foetale clavicotomy
62777006;Gram stain;Gramkleuring;gramkleuring;Gramkleuring .
62843007;Manipulation of lung;Manipulatie van long;manipulatie van long;Manipulatie van long
62867004;Teleradiotherapy with radioactive cesium;Teleradiotherapy met radioactief cesium;teleradiotherapy met radioactief cesium;Teleradiotherapy met radioactief cesium
63091003;Secondary sialodochoplasty;Secundaire sialodochoplasty;secundaire sialodochoplasty;Secundaire sialodochoplasty
63104000;Osteoclasis of patella;Osteoclasis van patella;osteoclasis van patella;Osteoclasis van patella
63296004;Excision of aorta;Excisie van aorta;excisie van aorta;Excisie van aorta
63313009;Lumbar sympathetic ganglionectomy;Lumbale sympathische ganglionectomy;lumbale sympathische ganglionectomy;Lumbale sympathische ganglionectomy
63386006;Sexual psychotherapy;seksuele psychotherapie;seksuele psychotherapie;seksuele psychotherapie
63389004;Drainage of bursa;Drainage van bursa;drainage van bursa;Drainage van bursa
63407004;Episioproctotomy;Episioproctotomy;episioproctotomy;Episioproctotomy
63630000;Biofeedback, intestinal borborygmi;Biofeedback , intestinale borborygmi;biofeedback , intestinale borborygmi;Biofeedback , intestinale borborygmi
63699002;Renoportal anastomosis;Renoportal anastomose;renoportal anastomose;Renoportal anastomose
63933000;Ventriculostomy;ventriculostomie;ventriculostomie;ventriculostomie
64063003;Radical cystectomy;radicale cystectomie;radicale cystectomie;radicale cystectomie
64176007;Anesthesia for omphalocele;Anesthesie voor omphalocele;anesthesie voor omphalocele;Anesthesie voor omphalocele
64302003;Calculus analysis;calculus analyse;calculus analyse;calculus analyse
64562004;Hysterotrachelorrhaphy;Hysterotrachelorrhaphy;hysterotrachelorrhaphy;Hysterotrachelorrhaphy
64608008;Excision of ascending aorta;Excisie van aorta ascendens;excisie van aorta ascendens;Excisie van aorta ascendens
64623003;Immobilization physiotherapy;immobilisatie fysiotherapie;immobilisatie fysiotherapie;immobilisatie fysiotherapie
64656002;Ventriculomyocardiotomy;Ventriculomyocardiotomy;ventriculomyocardiotomy;Ventriculomyocardiotomy
64663002;Prostatic massage;prostaat massage;prostaat massage;prostaat massage
64738007;Cardiometry;Cardiometry;cardiometry;Cardiometry
64835001;Extraction of after cataract with iridocapsulectomy;Extractie van na cataract met iridocapsulectomy;extractie van na cataract met iridocapsulectomy;Extractie van na cataract met iridocapsulectomy
65011002;Blood and fluids precautions;Bloed en vloeistoffen voorzorgsmaatregelen;bloed en vloeistoffen voorzorgsmaatregelen;Bloed en vloeistoffen voorzorgsmaatregelen
65121007;Anesthesia for angioplasty;Anesthesie voor angioplastiek;anesthesie voor angioplastiek;Anesthesie voor angioplastiek
65310005;Vagotomy;vagotomie;vagotomie;vagotomie
65331008;Electrocardiogram, intracardiac;Elektrocardiogram , intracardiale;elektrocardiogram intracardiale;Elektrocardiogram , intracardiale
65551008;Radical retropubic prostatectomy;Radicale prostatectomie retropubische;radicale prostatectomie , retropubische;Radicale prostatectomie retropubische
65854006;Reexcision;Reexcision;reexcision;Reexcision
65954005;Hepaticocystoduodenostomy;Hepaticocystoduodenostomy;hepaticocystoduodenostomy;Hepaticocystoduodenostomy
66226002;Extraction of after cataract with capsulotomy;Extractie van na cataract met capsulotomie;extractie van na cataract met capsulotomie;Extractie van na cataract met capsulotomie
66391000;Traction;Tractie;tractie;Aandrijving
66478002;Total laryngectomy;totale laryngectomie;totale laryngectomie;totale laryngectomie
66542005;Zonulolysis with lens extraction;Zonulolysis met lensextractie;zonulolysis met lensextractie;Zonulolysis met lensextractie
66605009;Cardiopneumopexy;Cardiopneumopexy;cardiopneumopexy;cardiopneumopexie
66633009;Nephrocystanastomosis;Nephrocystanastomosis;nephrocystanastomosis;Nephrocystanastomosis
66740000;Coloplication;Coloplication;coloplication;coloplicatio
66943005;Ureterectomy with bladder cuff;Ureterectomie met blaas cuff;ureterectomie met blaas cuff;Ureterectomie met blaas cuff
67212000;Ileocystoplasty;Ileocystoplasty;ileocystoplasty;Ileocystoplasty
67354000;Removal of lumbosubarachnoid shunt;Verwijdering van lumbosubarachnoid shunt;verwijdering van lumbosubarachnoid shunt;Verwijdering van lumbosubarachnoid shunt
67533008;Auditory rehabilitation;auditieve revalidatie;auditieve revalidatie;auditieve revalidatie
67598001;Retropubic prostatectomy;retropubische prostatectomie;retropubische prostatectomie;retropubische prostatectomie
