SNOMED conceptID;Matecat vertaling
4450003;Toepassing van Kirschner draad
4455008;Open reductie van de open elleboog dislocatie
4457000;Inbrengen van schimmel in de vagina
4466001;Verkenning van slagader van de bovenste ledematen
4467005;Excisie van de tumor van de enkel gebied , diepe , intramusculaire
4475004;cyanide meting
4487006;Norepinefrine meting , liggende
4489009;Neurolyse van de nervus vagus
4496006;Speciale aandacht van de mond
4503005;Verwijdering van vreemde lichaam van sclera zonder gebruik te maken van de magneet
4504004;verloskundige versie Potter ' s met afzuiging
4505003;Tenolysis van flexor pees van de onderarm
4507006;Decompressie fasciotomie van de pols , flexor en extensor compartiment
4511000;Restauratie , inlay , composite / hars , een oppervlak , laboratorium verwerkt
4516005;Iridencleisis en iridotasis
4520009;Anastomose van de slokdarm , antesternal of antethoracic met inbrengen prothesen
4525004;Afdeling spoedeisende pati ë nt bezoek
4533003;Ligatie van de slagader van de onderste ledematen
4535005;Insnijding van pelvirectal weefsel
4539004;Excisie van bronchogenic cyste
4542005;Gesloten vermindering van de breuk van de voet
4544006;Uitsnijden van onderhuidse tumor van de extremiteiten
4558008;Anterieure resectie van het rectum
4563007;Ziekenhuisopname , transfer van andere ziekenhuis of de gezondheidszorg faciliteit
4570007;chemopallidectomie
4579008;Oprichting van cerebrale ventriculo - atriale shunt
4581005;plastische iris - operatie
4585001;Decompressie van de pees van de hand
4587009;Epiphysiodesis van distale radius
4589007;Medische procedure met betrekking tot de voortplanting
4593001;Cauterisatie van sclera met iridectomy
4594007;Coproporfyrine isomeren , serie I en III , urine
4613005;radioimmunoassay
4625008;Apicale pulse nemen
4626009;Take - down van de arteri ë le anastomose
4636001;Denker operatie radicale bovenkaak antrotomy
4640005;Ligatie van eileiders door abdominale benadering
4642002;Verwijdering van opblaasbare penis prothese , met pomp , reservoir en cilinders
4660002;Diagnostische procedure op vingerkootjes van de voet
4670000;Catheterisatie van bronchus
4671001;Excision laesie van wigvormig sinus
4672008;Medische procedure op het zenuwstelsel
4691008;Identificatie van rotavirus antigen in feces
4692001;Transplantatie van de slagader van de bovenste extremiteit
4694000;Percutane naald biopsie van de spier
4699005;Vlek , alfa naftyl butyraat , bloed of beenmerg
4701005;Kiemgetal granulocyt - monocyt - erytro ï de - megakaryocyten assay
4707009;Gedeeltelijke excisie van calcaneus
4712005;Verwijdering van Gardner Wells tang van de schedel
4713000;Endoscopie en fotografie
4719001;Psychische cognitieve testen en beoordelen
4727005;lipoprote ï ne elektroforese
4734007;Irrigatie van de wond katheter van integument
4737000;mycobacteri ë n cultuur
4756005;Cryotherapie van het onderhuidse weefsel
4758006;Incudostapediopexy
4764004;Jet ventilatie procedure
4765003;Het inbrengen van oculaire implantaat na of secundair aan enucleatie
4770005;Colporrhaphy voor reparatie van urethrocele
4772002;Vermindering van de torsie van Zaadstreng
4784000;Operatie op ondertongspeekselklier
4804005;Microbi ë le test voor de opsporing
4811009;Reconstructie van het middenrif
4815000;Antilichaam identificatie , RBC antilichaam panel , enzym , 2 stage techniek waaronder anti - menselijk globuline
4820000;Insnijding van labial frenum
4827002;douche hydrotherapie
4829004;Excisie van dunne darm voor tussenplaatsing
4847005;Anesthesie bij keizersnede
4849008;Biopsie van eierstok
4862007;Herziening van de anastomose van de dikke darm
4877004;Extracapsulaire extractie van de lens met iridectomy
4891005;proctostomie
4895001;Bouw van sigmoid blaas
4902005;Ethchlorvynol meting
4903000;Serumprote ï nen elektroforese
4904006;Verwijding van de anale sluitspier onder niet - lokale verdoving
4914002;Planning van de behandeling voor teletherapie
4929000;Perfusie van de nieren
4930005;Reparatie van thoracogastric fistel
4934001;salpingografie
4957007;Cervicale spinale fusie voor pseudoartrose
4966006;extracorporale perfusie
4970003;venografie
4974007;Operatie op de lever
4976009;Anesthesie voor endoscopische procedure op de onderste extremiteiten
4987001;Osteoplastiek van een schedel met klep van het bot
4992004;Hartkatheterisatie , links hart , retrograde , percutane
4993009;Ischemische ledematen oefening met EMG en melkzuur vastberadenheid
5016005;Pontische , hars met hoge edelmetaal
5019003;Directe laryngoscopie met biopsie
5021008;Aldosteron meting , staand , normale zoutarm dieet
5022001;Lyserginezuurdiethylamide meting
5025004;Sperma - analyse , de aanwezigheid en de beweeglijkheid van het sperma
5032008;Labiale fineer , porselein laminaat , laboratorium
5034009;Graft om haar dragende huid
5048009;Externe Cephalic versie met tocolyse
5055006;Uniscept systeemtest
5057003;Radical orbitomaxillectomy
5065000;Vermindering van gesloten traumatische heup dislocatie met anesthesie
5091004;Perifere vasculaire aandoeningen studie
5105000;Endoscopie van nierbekken
5110001;Ultrasound perifere beeldvorming , real - time scan
5113004;T4 gratis meting
5119000;Epiglottidectomy
5121005;Wig osteotomie van het bekken
5123008;Anesthesie voor de procedure op hartzakje met pomp oxygenator
5130002;Winning van primaire membraneuze cataract door discission
5131003;Radiografie van de borstwand
5135007;Diagnostische procedure op schouderblad
5147001;Uitsnijden van letsel van enkelgewricht
5151004;Handmatige reductie van rectale aambeien
5154007;Logopedie ( regime / therapie ) ( procedure )
5161006;Speciale kliniek toelating
5162004;Excisie van decubitus
5165002;Verdeling van thoracale slagader
5176003;Thromboendarterectomy met graft van nierslagader
5182000;Total body perfusie
5184004;Osteotomie van de as van het femur met fixatie
5186002;Arthrotomie voor synovectomy van het schoudergewricht
5190000;celfusie
5191001;Chirurgische behandeling van gemiste abortus tweede trimester
5212002;Uitsnijden van letsel van traanklier door frontale aanpak
5216004;Driedimensionale echografie van het hart
5233006;Lateral fasciotomie
5243009;Suture van adenoid fossa
5245002;Transplantatie van perifere ader
5246001;Breekpunt cluster gebied analyse
5264008;Totale galzuren meting
5267001;Ligatie van adrenale slagader
5270002;Bilaterale vernietiging van de eileiders
5273000;Vermindering van gesloten fractuur van de proximale einde van ellepijp met manipulatie
5282006;Operatie op oropharynx
5290006;Incisie en drainage van angina Ludwig ' s
5298004;Incisie en drainage van diepe hematoom van de dij regio
5304008;Deep bestralingstherapie , 200 - 300 KVP
5316002;Gesloten osteotomie van de onderkaak ramus
5317006;Radicale amputatie van de penis met bilaterale bekken lymphadenectomy
5326009;Toediening van dermatologische formulering
5328005;Verkorting van de achillespees
5337005;trocar biopsie
5338000;nicotine meting
5342002;Profylactische behandeling van tibia methylmethacrylaat
5348003;Reparatie van endocardiale kussen defect
5357009;Leukocyten slechte bloed voorbereiding
5373003;Stress breaker
5384005;Excisie van een deel van frontale cortex
5391008;Kunstmatige spraakrevalidatie
5393006;Verkenning van de bijschildklier met mediastinale verkenning door borstbeen split benadering
5402006;Manipulatie van thoracale slagader
5407000;Injectie van eileider
5415002;Vernietiging van letsel van de lever
5419008;Lysis van verklevingen van de pees van de hand
5422005;Amylase meting , peritoneale vloeistof
5429001;Diagnostische procedure op de tepel
5431005;Percutane transluminale angioplastiek
5433008;Skeletal X - ray van de onderste ledematen
5446003;Excision van cervicale rib voor outlet compressie syndroom met sympathectomy
5447007;Transfusie
5452002;Kern naald biopsie van de thymus
5456004;Transplantatie van lymfatische structuur
5457008;Serologische test voor Rickettsia conorii
5460001;Het verwijderen van de prothese uit eileider
5479003;Selecteer een foto audiometrie
5482008;Serologische test voor Blastomyces
5486006;Vertraagde hechting van de pees van de hand
5489004;Diagnostische procedure op radius
5506006;Incisie en verkenning van de buikwand
5517007;Restauratie , inlay , porselein / keramiek , per tand naast inlay
5521000;Open vermindering van de breuk van kootjes van de voet
5536002;Artrodese van carpometacarpale gezamenlijke cijfers , met uitzondering van de duim
5545001;Reparatie van carotis lichaam
5551006;Directe laryngoscopie met arytenoidectomy met operationele microscoop
5556001;Handmatig bijgestaan ​​ spontane bevalling
5570001;Arthrotomie voor infectie met de exploratie en drainage van carpometacarpale gewricht
5571002;Excisie van letsel van aorta met end - to - end anastomose
5572009;Insnijding van de nieren bekken
5586008;Aminolevulinezuur dehydratase meting
5608002;uitscheiding meting
5616006;Osteoplastiek van de tibia
5621009;Excision van kwaadaardige neoplastische laesie van de huid van de extremiteiten
5632009;Open biopsie van bronchus
5636007;Fistulectomy van het bot
5638008;koolhydraten meting
5648005;Chirurgische reparatie en revisie van de shunt
5651003;Arylsulfatase Een meting
5663008;Phlebectomy van spataders van het hoofd en de nek
5669007;Portable elektro wakker en slaap met stimulatie
5671007;Magneet extractie van vreemd lichaam uit ciliaire lichaam
5687005;Verwijdering van vreemde lichaam van eierstok
5690004;Insnijding van zaadblaasjes
5694008;Crisisinterventie met de follow - up
5721002;Reparatie van de wenkbrauw
5722009;Chirurgische reanastomosis van de dikke darm
5726007;Verwijdering van epicardiale elektroden
5728008;Anoscopie voor het verwijderen van vreemd lichaam
5731009;Hemosiderin , kwantitatieve meting
5733007;Fluorescerende identificatie van antinucleaire antistof
5738003;Biopsie van cul - de - sac
5745003;Excision ampulla van Vater met reimplantation van gemeenschappelijk kanaal
5760000;Osteoplastiek van de radius en de ellepijp , verkorten
5771004;ooglidincisie
5777000;Flexorplasty van de elleboog
5781000;Operatie op neustussenschot
5785009;forensische autopsie
5787001;Verhoging van botfragmenten van de baan van de schedel met debridement
5789003;Lysis van verklevingen van de darmen
5796001;Excisie van externe trombotische aambei
5806001;Herziening van tracheotomie litteken
5807005;Fenestration van binnenoor , initi ë le
5809008;Selectieve vagotomie met pyloroplastiek en gastrostomy
5812006;Laboratorium rapportage , fax
5818005;flocculatie - test
5821007;Ligatie , verdeeldheid en compleet strippen van lange en korte aderen
5823005;Diagnostische radiografie , links
5832007;Gedeeltelijke ostectomy van thorax , ribben of borstbeen
5845006;emulgatie procedure
5846007;Diagnostische radiografie van de tenen
5857002;Complement - gemedieerde cytotoxiciteit assay
5865004;Open vermindering van de ontwrichting van de teen
5870006;Tertiaire sluiting van buikwand
5880005;Lichamelijk onderzoek procedure
5892005;mastoid antrotomy
5894006;Methyl rood - test
5897004;Verwijdering van Scribner shunt
5902003;Anamnese en lichamelijk onderzoek , compleet
5925002;Incisie en drainage van hematoom van de pols
5930003;Hartmonitor verwijderen
5947002;Overleg voor het horen en / of spraak probleem
5961007;Verdeling van de bloedvaten van het hoornvlies
5966002;Verwijdering van vreemde lichaam van de elleboog gebied , diep
5971009;Incisie en drainage van de oksel
5983006;Reparatie van Zaadstreng
5986003;Non - gesensibiliseerd spontane schapen erytrocyten binden , E - rozet
5992009;Tarsale artrodese , multiple
5995006;Gas - vloeistofchromatografie , vlamfotometrische Type
5997003;Drainage van cerebrale subarachno ï dale ruimte door aspiratie
5998008;radicale lymfeklierdissectie van lies
6005008;Transplantatie van glasvocht door anterior aanpak
6007000;Magnetische resonantie beeldvorming van de borst
6019008;Endoscopie van de dikke darm
6025007;laparoscopische appendectomie
6026008;Verwijdering van coronaire obstructie door percutane transluminale ballon met thrombolyticum
6029001;Vergroting van de uitstroom - darmkanaal van pulmonaalklep
6035001;grafiek abstraherende
6063004;kanamycine meting
6069000;Panniculotomy
6082008;Perforatie van de voetplaat
6092000;Aspiratie van nasale sinus door punctie
6100001;Fenestration van stapes voetplaat met veneuze graft
6108008;Subduraal kraan door de fontanel , baby , aanvankelijke
6119006;Lokale vernietiging van laesie van knokige gehemelte
6125005;Verandering van gastrostomie
6126006;Fitzgerald factor assay
6127002;Diagnostische radiografie van de buik , schuin standaard
6130009;Chirurgische blootstelling van ge ï mpacteerd of unerupted tand om de steun uitbarsting
6133006;lymfokine assay
6143009;Diabetespati ë nt onderwijs
6146001;Reparatie van hart septum met prothese
6148000;Chondrectomy van halvemaanvormige kraakbeen van de knie
6157006;Endoscopische retrograde cholangiopancreaticografie met biopsie
6159009;galactose meting
6161000;Uitsnijden van letsel van de capsule van de tenen
6164008;Osteoclasis van sleutelbeen
6166005;Nephropyeloureterostomy
6177004;Southern blot assay
6187000;Reparatie van aneurysma met een graft van gemeenschappelijke dijbeenslagader
6188005;Arthrotomie van de knie
6189002;Excisie van afwijkende weefsel van borst
6190006;colopexie
6195001;Transurethrale drainage van de prostaat abces
