conceptId;Beschrijving;conceptId;Beschrijving Matecat
6005008;vitreumtransplantatie via anterieure benadering;6005008;Transplantatie van glasvocht door anterior aanpak
6007000;NMR borstkas;6007000;Magnetische resonantie beeldvorming van de borst
6029001;verhogen van de outflow tract van de pulmonalisklep;6029001;Vergroting van de uitstroom - darmkanaal van pulmonaalklep
6082008;perforatie van basisplaat van stapes;6082008;Perforatie van de voetplaat
6092000;aspiratie van de sinus via een sinuspunctie;6092000;Aspiratie van nasale sinus door punctie
6100001;fenestratie van basis van stapes met veneuze greffe;6100001;Fenestration van stapes voetplaat met veneuze graft
6119006;plaatselijke destructie van het harde verhemelte;6119006;Lokale vernietiging van laesie van knokige gehemelte
6125005;vervangen van gastrostomiesonde;6125005;Verandering van gastrostomie
6146001;herstel van cardiaal septum met prothese;6146001;Reparatie van hart septum met prothese
6148000;chondrectomie van semilunair kraakbeen van de knie;6148000;Chondrectomy van halvemaanvormige kraakbeen van de knie
6157006;ERCP met biopsie;6157006;Endoscopische retrograde cholangiopancreaticografie met biopsie
6161000;excisie van letsel van kapsel van tenen;6161000;Uitsnijden van letsel van de capsule van de tenen
6164008;osteoclasie van de clavicula;6164008;Osteoclasis van sleutelbeen
6187000;herstel van aneurysma van arteria femoralis communis met greffe;6187000;Reparatie van aneurysma met een graft van gemeenschappelijke dijbeenslagader
6195001;transurethrale drainage prostaatabces;6195001;Transurethrale drainage van de prostaat abces
6200005;excisie van letsel van perineum;6200005;Uitsnijden van laesie van vrouwelijke perineum
6221005;hechten van het colon;6221005;Suture van de dikke darm
6274000;excisie glomustumor , extratemporaal;6274000;Uitsnijden van auditieve glomus tumor , verlengd , extratemporal
6295005;sequestrectomie van het bekken;6295005;Sekwesterectomie van bekken
6307005;keratofakie;6307005;Keratophakia
6337001;ligatuur van aortaboog;6337001;Ligatie van aortaboog
6355005;verwijderen van inwendige fixatie uit de radius;6355005;Verwijdering van interne fixatie inrichting van de straal
6358007;hechting van gewrichskapsel;6358007;Capsulorrhaphy van gezamenlijke
6384001;verwijderen van een device uit het digestieve systeem;6384001;Verwijdering van het apparaat uit het spijsverteringsstelsel
6385000;exploratie van discus;6385000;Verkenning van de schijfruimte
6402000;excisie van de ductus choledochus;6402000;Excisie van galwegen
6403005;verlengen van handspier;6403005;Het verlengen van de spier van de hand
6419003;excisie van een diepe subfasciale tumor ter hoogte van de elleboog;6419003;Uitsnijden van de tumor van de elleboog gebied , diep , subfascial
6438007;exploratie van het ciliair lichaam;6438007;Verkenning van corpus ciliare
6444006;enlargement of fornix;6444006;De uitbreiding van de oogkas
6465000;incisie en drainage van het glenohumeraal gewricht omwille van infectie;6465000;Arthrotomie van schoudergewricht op besmetting met drainage
6487009;peespulley reconstructie thv de hand met peesprothese;6487009;Hand pees katrol reconstructie met pees prothese
6499002;tsuge operatie omwille van macrodactylie van de vinger;6499002;Tsuge operatie op vinger voor macrodactyly reparatie
6527005;endoscopische fimbriectomie volgend Uchida met tubaire ligatie;6527005;Uchida fimbriectomy met afbinden van de eileiders door endoscopie
6535008;excisie van een cyste van de hand;6535008;Uitsnijden van cyste van de hand
6536009;implantatie van tricuspidal klep met weefsel greffe;6536009;Implantatie van tricuspidalisklep met weefsel graft
6563005;transpositie van handspier;6563005;Omzetting van de spier van de hand
6567006;commissurotomie van pulmonaalklep met transveneuze ballon;6567006;Pulmonaalklep commissurotomie door transveneuze ballon methode
6601003;verwijderen vreemd lichaam uit axilla;6601003;Verwijdering van vreemde lichaam van de huid van de oksel
6634001;destructie van hemorro ï den , intern;6634001;Vernietiging van rectale aambeien , interne
6670003;sluiten van externe fistel van trachea;6670003;Sluiting van externe fistel luchtpijp
6682007;reimplantatie van geamputeerd oor;6682007;Herbevestiging van geamputeerde oor
6708002;intrauterine cordocentesis;6708002;intra - uteriene navelstrengpuncties
6712008;doorprikken van nagel;6712008;Piercing van de nagel
6719004;incisie van het femur;6719004;Insnijding van het bot van de femur
6722002;nefrolithotomie voor steenextractie;6722002;Nephrolithotomy voor het verwijderen van tandsteen
6726004;transabdominale drainage van appendiculair abces;6726004;Incisie en drainage van appendiculair abces door transabdominal aanpak
6727008;excisie van een botletsel ter hoogte van de humerus;6727008;Uitsnijden van letsel van het bot van de bovenarm
6737003;spoelen van ventrikelshunt;6737003;Irrigatie van ventriculaire shunt
6745008;indirecte laryngoscopie met verwijderen van vreemd voorwerp;6745008;Indirecte laryngoscopie met het verwijderen van vreemd lichaam
6759001;transthoracale oesofago - jejunostomie;6759001;Esophagojejunostomy door thoracale benadering
6760006;excisie van een letsel ter hoogte van een falanx van de voet;6760006;Uitsnijden van letsel van kootjes van de voet
6774004;sluiten van tracheostomie;6774004;Sluiting van tracheostomie
6776002;auriculair aneurysmectomie;6776002;auricular aneurysmectomy
6779009;open behandeling van femorale epifysiolyse;6779009;Open behandeling van gleed femurkop
6794008;oppervlakkige zacht weefsel biopsie van de pols;6794008;Biopsie van zacht weefsel van de pols , oppervlakkige
6801000;resectie van het mesenterium;6801000;Resectie van mesenterium
6818001;excisie van de mondmucosa;6818001;Excisie van mondslijmvlies
6889000;inkorten van de sclera door plaatsen van een sclerale buckle;6889000;Verkorting van de sclera door sclerale knik
6915004;stomach al liesbreukherstel van gastrostomie tempor en temporaire Brunschwig operation;6915004;Brunschwig operatie , tijdelijke gastrostomie
6948004;verwijderen van verkalking van handpees;6948004;Het verwijderen van kalk storting van de pees van de hand
6967000;open reductie van de epifyse van de fibula;6967000;Open reductie van de scheiding der epiphysis van fibula
6976007;craniocervicale fusie;6976007;Craniocervicaal spinale fusie
7001008;incisie van het tongfrenulum;7001008;Insnijding van lingual frenum
7017002;ligatuur van vena jugularis interna;7017002;Ligatie van de interne halsader
7026004;pectoralis major peestranfer;7026004;Overdracht van pectoralis major pees
7040003;adhesiolyse van ganglion;7040003;Lysis van verklevingen van de zenuw ganglion
7082004;reductie en inwendige fixatie van een fractuur van de hand;7082004;Vermindering van de breuk van de hand met interne fixatie
7098006;verwijderen van een vreemd voorwerp uit een wervel;7098006;Verwijdering van vreemde lichaam van wervel
7105001;bosworth arthroplastiek voor acromioclaviculaire separatie;7105001;Bosworth operatie arthroplasty voor acromioclaviculaire scheiding
7122004;embolectomie van abdominale vene;7122004;Embolectomie abdominale vena
7171009;verkorten van ronde band;7171009;Verkorting ronde ligament van de baarmoeder
7177008;horizontale osteotomie onderkaak;7177008;Horizontale osteotomie van de onderkaak
7218004;thombectomie vena cava met catheter via abdominale incisie;7218004;Thrombectomie met Katheter vena cava door abdominale incisie
7223004;afbreken van colostomie;7223004;Take - down van de stoma van de dikke darm
7232002;adrenalectomie van overblijvend weefsel;7232002;Adrenalectomie resterende klier
7239006;procto - sigmoiedoscopie voor dilatatie;7239006;Proctosigmoidoscopy voor verwijding
7246002;nierbiopsie;7246002;nier biopsie
7268007;injectie van vitreum substituut;7268007;Injectie van glasvocht vervangende
7298000;fulguratie van de huid;7298000;Fulguration van de huid
7304009;adhysiolyse vaginaal;7304009;Lysis van verklevingen van de vagina
7306006;partiele excisie van tibia en fibula;7306006;Gedeeltelijke ostectomy van scheenbeen en kuitbeen
7364007;complete ligatuur van vena femoralis;7364007;Ligatuur van de lies , compleet
7365008;ligatie van abdominale arterie;7365008;Ligatie van buikslagader
7375006;bronchoscopie via tracheostomie met biopsie van bronchus;7375006;Bronchoscopie door de tracheostomie met biopsie van bronchus
7383000;anastomose van intra - thoracale arterie;7383000;Anastomose van intrathoracale slagader
7388009;herstel van fistel tussen greffe en darm;7388009;Sluiting van arteri ë le graft - enterale fistel
7414004;intraoperatieve transluminele aorta plastie;7414004;Intraoperatieve transluminale aorta angioplastiek
7418001;vasthechten van fascia aan bot van de hand;7418001;Suture van fascia om het skelet bevestiging van de hand
7459007;revisie van arterioveneuze fistel met trombectomie en autologe greffe;7459007;Herziening van de arterioveneuze fistel met thrombectomy met autogeen transplantaat
7486007;herinsertie van spier;7486007;Herbevestiging van de spier
7495004;liver stal liesbreukherstel van Stromeyer en h é patotomie Stromeyer;7495004;Stromeyer - Little operatie hepatotomy
7534000;herstel perineourethroscrotale fistel;7534000;Reparatie van perineourethroscrotal fistel
7541006;incisie en exploratie testis;7541006;Incisie en verkenning van de testis
7553005;excisionele biopsie van het oog;7553005;Excisiebiopt van het oog
7556002;afbinden ureter;7556002;Ligatie van ureter
7562007;radioisotopen onderzoek van het endocriene stelsel;7562007;Radio - isotoop studie van endocriene systeem
7621005;transplantatie van peritoneaal weefsel;7621005;Transplantatie van peritoneale weefsel
7642007;endarteri ë ctomie va abdominale arterie;7642007;Endarterectomie van buikslagader
7663009;herstel van trauma van de oogbol;7663009;Reparatie van de verwonding van de oogbol
7664003;incisie van uitwendige gehoorgang;7664003;Insnijding van de uitwendige gehoorgang
7709002;transfer van een vinger naar de contralaterale hand omwille van amputatie;7709002;Overdracht van de vinger aan andere hand met amputatie
7750005;indirecte laryngoscopie met flexibele fiberoptische laryngoscoop met bioptiename;7750005;Flexibele fiberoptische laryngoscopie met biopsie
7775009;ligatie van abdominale variceuse vene;7775009;Ligatie van abdominale ader spatten
7782008;doornemen van ligament van de schouder;7782008;Verdeling van ligament van de schouder
7797006;maag poliepectomie;7797006;Gastric poliepectomie
7798001;conjunctivoplastie;7798001;Conjunctivoplasty met conjunctivale graft
7807006;excisie van ganglion van peesschede;7807006;Ganglionectomy van peesschede website
7813002;oesofagojejunostomie met dundarminterpositie;7813002;Esophagojejunostomy met tussenkomst van de dunne darm
7821008;marsupialisatie van buitenoor;7821008;Unroofing van het uitwendige oor
7823006;herstel van kruisband van de knie;7823006;Primaire reparatie van gescheurde gewrichtsbanden van de knie , kruisband
7824000;vergroten bestaand atrium septum defect;7824000;De uitbreiding van reeds bestaande atriumseptumdefect
7833003;endoscopisch verwijderen van letsel in de Wirsung;7833003;Endoscopische excisie van letsel van alvleesklierbuis
7891004;periurethrale suspensie;7891004;periurethrale schorsing
7898005;destructie van retinaletsel met cryotherapie;7898005;Vernietiging van de laesie van het netvlies door cryotherapie
7981009;herstel endocardial cushion defect met weefselgreffe;7981009;Reparatie van endocardiale kussen defect met weefsel graft
7989006;verwijderen van een heupprothese;7989006;Het verwijderen van de prothese van gezamenlijke structuren van hip
8020008;arthroplastiek van de schouder met synthetische gewrichtsprothese;8020008;Artroplastiek van schouder met synthetische gewrichtsprothese
8021007;arthrotomie van de elleboog voor infectie met verwijderen van vreemd voorwerp;8021007;Arthrotomie elleboog op besmetting met het verwijderen van vreemd lichaam
8093000;transuretero - ureterostomie;8093000;Transureteroureterostomy
8126004;transpositie van weefsel van de thoraxwand;8126004;Omzetting van het weefsel van de borstwand
8136007;nazicht litteken;8136007;Herziening van litteken van de huid
8142006;rhinoplastie volgens Weir;8142006;Weir bediening voor de correctie van de neusgaten
8152005;verwijderen van inwendige fixatie van de ulna;8152005;Verwijdering van interne fixatie inrichting van ellepijp
8174004;Roux - en - Y cholecysto - enterostomie;8174004;Roux - en - Y cholecystoenterostomy
8180007;coloscopie met fiberscoop doorheen colostomie;8180007;Glasvezel colonoscopie door de stoma
8189008;parti ë le penisamputatie;8189008;Gedeeltelijke amputatie van de penis
8192007;herstel van enterocoele via vaginale weg;8192007;Reparatie van enterok è le door vaginale benadering
8194008;sluiten van pyelocutane fistel;8194008;Sluiting van pyelocutaneous fistel
8215004;lisfranc schouderdesarticulatie;8215004;Lisfranc schouder exarticulatie
8223002;osseuse labyrinthectomie;8223002;Labyrinthectomy , ossale
8232000;infiltratie van ganglion cyste;8232000;Injectie van ganglion
8255002;herstel van filterende bleb met sutuur;8255002;Reparatie van filtering blaar door hechtdraad
