SNOMED conceptID;SNOMED term;Google translate vertaalde term;Thot vertaling;Matecat vertaling
44703001;Trabeculotomy ab externo;Trabeculotomy ab externo;trabeculotomy ab externo;Trabeculotomy ab externo
44856007;Uroflowmetry;uroflowmetrie;uroflowmetrie;uroflowmetrie
44868003;Acupuncture;Acupunctuur;acupunctuur;Acupunctuur
44884002;Azygography;Azygography;azygography;Azygography
45052000;Abdominouterotomy;Abdominouterotomy;abdominouterotomy;Abdominouterotomy
45334006;Mediastinoscopy with biopsy;Mediastinoscopie met biopsie;mediastinoscopie met biopsie;Mediastinoscopie met biopsie
45595009;Laparoscopic cholecystectomy;laparoscopische cholecystectomie;laparoscopische cholecystectomie;laparoscopische cholecystectomie
45608007;Hepaticocholangiojejunostomy;Hepaticocholangiojejunostomy;hepaticocholangiojejunostomy;hepaticocholangiojejunostomie
45657005;Transmetacarpal amputation, reamputation;Transmetacarpal amputatie , reamputation;transmetacarpal amputatie reamputation;Transmetacarpal amputatie , reamputation
45689001;Femoral phlebography;femorale flebografie;femorale flebografie;femorale flebografie
45919008;Excision of secondary membrane;Excisie van secundaire membraan;excisie van secundaire membraan;Excisie van secundaire membraan
45995003;Reticulocyte count;reticulocytentelling;reticulocytentelling;reticulocytentelling
46044009;Megavoltage radiation therapy;Megavoltage bestralingstherapie;megavoltage bestralingstherapie;Megavoltage bestralingstherapie
46612006;Cystometrogram;cystometrogram;cystometrogram;cystometrogram
46660009;Sacculotomy of inner ear;Sacculotomy van binnenoor;sacculotomy van binnenoor;Sacculotomy van binnenoor
46903006;Hydrotherapy;hydrotherapie;hydrotherapie;Watertherapie
46964002;Diversional therapy;Diversional therapie;diversional therapie;Diversional therapie
47020004;Ventriculoperitoneal shunt;ventriculoperitoneale shunt;ventriculoperitoneale shunt;ventriculoperitoneale shunt
47029003;Complicated sialodochoplasty;gecompliceerde sialodochoplasty;gecompliceerde sialodochoplasty;gecompliceerde sialodochoplasty
47074005;Ventriculocholecystostomy;Ventriculocholecystostomy;ventriculocholecystostomy;Ventriculocholecystostomy
47101004;Cardiotachometry;Cardiotachometry;cardiotachometry;Cardiotachometry
47274002;Angiectomy with anastomosis;Angiectomy met anastomose;angiectomy met anastomose;Angiectomy met anastomose
47302001;Ileotomy;Ileotomy;ileotomy;ileotomie
47610008;Costotomy;Costotomy;costotomy;costotomie
47909001;Vestibulotomy;Vestibulotomy;vestibulotomy;Vestibulotomy
48127001;Osteoclasis of fibula;Osteoclasis van fibula;osteoclasis van fibula;Osteoclasis van fibula
48138001;Splenogram;Splenogram;splenogram;Splenogram
48268004;Closed atrial septectomy;Gesloten atriale septectomy;gesloten atriale septectomy;Gesloten atriale septectomy
48507008;Iridesis;Iridesis;iridesis;Iridesis
48537004;Bypass graft;bypass;bypass;bypass
48684007;Pharmacokinetic study;farmacokinetisch onderzoek;farmacokinetisch onderzoek;farmacokinetisch onderzoek
48706002;Exophthalmometry;Exophthalmometry;exophthalmometry;Exophthalmometry
48783008;Choledochopancreatostomy;Choledochopancreatostomy;choledochopancreatostomy;Choledochopancreatostomy
48986007;Cholecystocholangiogram;Cholecystocholangiogram;cholecystocholangiogram;Cholecystocholangiogram
49021007;Aneurysmotomy;Aneurysmotomy;aneurysmotomy;Aneurysmotomy
49187005;Endarterectomy of aorta;Endarterectomie van aorta;endarterectomie van aorta;Endarterectomie van aorta
49586007;Appendicocecostomy;Appendicocecostomy;appendicocecostomy;Appendicocecostomy
49754004;Manipulation of heart valve;Manipulatie van hartklep;manipulatie van hartklep;Manipulatie van hartklep
49780003;Heminephrectomy;Heminephrectomy;heminephrectomy;heminefrectomie
49795001;Pneumonectomy;pneumonectomie;pneumonectomie;Pneumectomie
49834007;Coccygotomy;Coccygotomy;coccygotomy;coccygotomie
49924002;Perineal colostomy;perineale colostomie;perineale colostomie;perineale colostomie
49994009;Splanchnicotomy;Splanchnicotomy;splanchnicotomy;splanchnicotomie
50160009;Extended family therapy;Uitgebreide gezinstherapie;uitgebreide gezinstherapie;Uitgebreide gezinstherapie
50590007;Trephine biopsy;trephine biopsie;trephine biopsie;biopische trepanatie
51116004;Passive immunization;passieve immunisatie;passieve immunisatie;passieve immunisatie
51233000;Sigmoidostomy;Sigmoidostomy;sigmoidostomy;Sigmoidostomy
51265002;Pharyngectomy;faryngectomie;faryngectomie;pharyngectomie
51484002;Family therapy;gezinstherapie;gezinstherapie;gezinstherapie
51558006;Deep palpation;diepe palpatie;diepe palpatie;diepe palpatie
51790004;Extinction therapy;Extinction therapie;extinction therapie;Extinction therapie
51957005;Replacement of lumbosubarachnoid shunt;Vervanging van lumbosubarachnoid shunt;vervanging van lumbosubarachnoid shunt;Vervanging van lumbosubarachnoid shunt
51968005;Sesamoidectomy;Sesamoidectomy;sesamoidectomy;Sesamoidectomy
52667004;Sigmoidosigmoidostomy;Sigmoidosigmoidostomy;sigmoidosigmoidostomy;Sigmoidosigmoidostomy
52699005;Hypophysectomy;hypofysectomie;hypofysectomie;hypofysectomie
52765003;Intubation;Intubatie;intubatie;Intubatie
52889002;Endocervical curettage;endocervicale curettage;endocervicale curettage;endocervicale curettage
52998000;Pantalar arthrodesis;Pantalar artrodese;pantalar artrodese;Pantalar artrodese
53087005;Intrathoracic esophagocolostomy;intrathoracale esophagocolostomy;intrathoracale esophagocolostomy;intrathoracale esophagocolostomy
53133001;Cecocoloplicopexy;Cecocoloplicopexy;cecocoloplicopexy;Cecocoloplicopexy
53145005;Lymphangiotomy;Lymphangiotomy;lymphangiotomy;Lymphangiotomy
53215001;Skin snip removal and examination;Huid snip verwijdering en onderzoek;huid snip verwijdering en onderzoek;Huid snip verwijdering en onderzoek
53251008;Incudectomy with stapedectomy;Incudectomy met stapedectomie;incudectomy met stapedectomie;Incudectomy met stapedectomie
53707000;Resection of orbicularis oculi muscle;Resectie van orbicularis oculi spier;resectie van orbicularis oculi spier;Resectie van orbicularis oculi spier
53767003;Endoscopic biopsy;endoscopische biopsie;endoscopische biopsie;endoscopische biopsie
53950000;Respiratory therapy;ademhalingstherapie;ademhalingstherapie;ademhalingstraining
54033009;Cystourethroplasty;Cystourethroplasty;cystourethroplasty;Cystourethroplasty
54057009;Laryngotracheobronchoscopy;Laryngotracheobronchoscopy;laryngotracheobronchoscopy;Laryngotracheobronchoscopy
54148001;Manipulation of parathyroid gland;Manipulatie van bijschildklier;manipulatie van bijschildklier;Manipulatie van bijschildklier
54636000;Cardiomyopexy;Cardiomyopexy;cardiomyopexy;Cardiomyopexy
54750003;Pyelorrhaphy;Pyelorrhaphy;pyelorrhaphy;Pyelorrhaphy
54956002;Gastrostomy;gastrostomie;gastrostomie;gastrostomie
55046007;Reamputation;Reamputation;reamputation;Reamputation
55198006;Bronchoscopy with biopsy;Bronchoscopie met biopsie;bronchoscopie met biopsie;Bronchoscopie met biopsie
55447006;Percutaneous hysterogram;percutane hysterogram;percutane hysterogram;percutane hysterogram
55454000;Spermatocystotomy;Spermatocystotomy;spermatocystotomy;vesiculotomie
55531006;Urethrostomy;Urethrostomy;urethrostomy;Urethrostomy
56027003;Thromboelastography;tromboelastografie;tromboelastografie;tromboelastografie
56082007;Separation of unequal conjoined twins;Scheiding van ongelijke Siamese tweeling;scheiding van ongelijke siamese tweeling;Scheiding van ongelijke Siamese tweeling
56153009;Reconstruction of radial head;Reconstructie van radiuskop;reconstructie van radiuskop;Reconstructie van radiuskop
56251003;Nebulizer therapy;Nebulizer therapie;nebulizer therapie;Nebulizer therapie
56433002;Thyroidorrhaphy;Thyroidorrhaphy;thyroidorrhaphy;Thyroidorrhaphy
56438006;Neuroanastomosis;Neuroanastomosis;neuroanastomosis;Neuroanastomosis
56520006;Excision of cardioma;Excisie van cardioma;excisie van cardioma;Excisie van cardioma
56833008;Office endometrial curettage;Office endometrium curettage;office endometrium curettage;Office endometrium curettage
56991008;Discission;Discission;discission;stuksnijden
57151004;Cheilostomatoplasty;Cheilostomatoplasty;cheilostomatoplasty;Cheilostomatoplasty
57212002;Calico-ileoneocystostomy;Calico - ileoneocystostomy;calico - ileoneocystostomy;Calico - ileoneocystostomy
57214001;Effleurage;effleurage;effleurage;effleurage
57245002;Pylorostomy;Pylorostomy;pylorostomy;pylorostomie
57551006;Iridotasis;Iridotasis;iridotasis;Iridotasis
57561004;Osteotomy of calcaneus;Osteotomie van calcaneus;osteotomie van calcaneus;Osteotomie van calcaneus
57569002;Opticociliary neurectomy;Opticociliary neurectomie;opticociliary neurectomie;Opticociliary neurectomie
57655007;Ureterosigmoidostomy;Ureterosigmoidostomy;ureterosigmoidostomy;Ureterosigmoidostomy
57847003;Crisis intervention by group therapy;Crisisinterventie door groepstherapie;crisisinterventie door groepstherapie;Crisisinterventie door groepstherapie
57900006;Costotransversectomy;Costotransversectomy;costotransversectomy;costotransversectomie
58090001;Pancreaticocystoenterostomy;Pancreaticocystoenterostomy;pancreaticocystoenterostomy;Pancreaticocystoenterostomy
58378005;Phrenicotomy;Phrenicotomy;phrenicotomy;frenicotomie
58452000;Physiotherapy training;fysiotherapie training;fysiotherapie training;fysiotherapie training
58515002;Cryoleucotomy;Cryoleucotomy;cryoleucotomy;Cryoleucotomy
58771002;Game analysis;Game analyse;game analyse;Game analyse
58809006;Osteoarthrotomy;Osteoarthrotomy;osteoarthrotomy;Osteoarthrotomy
58889009;Laserpexy;Laserpexy;laserpexy;Laserpexy
58985002;Cauterization of vulva;Cauterisatie van de vulva;cauterisatie van de vulva;Cauterisatie van de vulva
59046001;Laryngotracheobronchoscopy with biopsy;Laryngotracheobronchoscopy met biopsie;laryngotracheobronchoscopy met biopsie;Laryngotracheobronchoscopy met biopsie
59077004;Canthotomy;Canthotomy;canthotomy;canthotomie
59108006;Injection;Injectie;injectie;Ge ï njecteerd
59218006;Temporary transcutaneous pacing;Tijdelijke transcutane pacing;tijdelijke transcutane pacing;Tijdelijke transcutane pacing
59230000;Removal of valve of vas deferens;Verwijdering van klep vas deferens;verwijdering van klep vas deferens;Verwijdering van klep vas deferens
59364003;Script analysis;script analyse;script analyse;script analyse
59620004;Mastectomy for gynecomastia;Mastectomie voor gynaecomastie;mastectomie voor gynaecomastie;Mastectomie voor gynaecomastie
59638001;Drainage of bursa by aspiration;Drainage van bursa door aspiratie;drainage van bursa door aspiratie;Drainage van bursa door aspiratie
59912004;Pancreaticoduodenostomy;Pancreaticoduodenostomy;pancreaticoduodenostomy;Pancreaticoduodenostomy
60006002;Intrathoracic phlebography;intrathoracale flebografie;intrathoracale flebografie;intrathoracale flebografie
60041003;Laryngopharyngectomy;laryngofaryngectomie;laryngofaryngectomie;laryngofaryngectomie
60128004;Complicated scrotoplasty;gecompliceerde scrotoplasty;gecompliceerde scrotoplasty;gecompliceerde scrotoplasty
60177007;Mechanical vitrectomy;mechanische vitrectomie;mechanische vitrectomie;mechanische vitrectomie
60186002;Laparoscopy with aspiration;Laparoscopie met aspiratie;laparoscopie met aspiratie;Laparoscopie met aspiratie
60369001;Bathing patient;bathing pati ë nt;bathing pati ë nt;bathing pati ë nt
60465006;Permanent gastrostomy;permanente gastrostomie;permanente gastrostomie;permanente gastrostomie
60685002;Prostatocystotomy;Prostatocystotomy;prostatocystotomy;Prostatocystotomy
60809008;Biopsy of clitoris;Biopsie van clitoris;biopsie van clitoris;Biopsie van clitoris
60892005;Jejunojejunostomy;Jejunojejunostomy;jejunojejunostomy;Jejunojejunostomy
61063002;Ureterostomy;ureterostomie;ureterostomie;ureterostomie
61151005;Cholecystopancreatostomy;Cholecystopancreatostomy;cholecystopancreatostomy;Cholecystopancreatostomy
61285001;Ovulation induction;ovulatie - inductie;ovulatie - inductie;ovulatie - inductie
61303007;Open tenotomy of iliopsoas;Open tenotomie van iliopsoas;open tenotomie van iliopsoas;Open tenotomie van iliopsoas
61732007;Trephine sclerectomy;trephine sclerectomy;trephine sclerectomy;trephine sclerectomy
61735009;Hepatoduodenostomy;Hepatoduodenostomy;hepatoduodenostomy;Hepatoduodenostomy
61829000;Curettage of muscle;Curettage spier;curettage , spier;Curettage spier
61902006;Anal pectenotomy;anale pectenotomy;anale pectenotomy;anale pectenotomy
62013009;Ambulating patient;ambulating pati ë nt;ambulating pati ë nt;ambulating pati ë nt
62409009;Foraminotomy;foraminotomie;foraminotomie;foraminotomie
62726004;Fetal clavicotomy;foetale clavicotomy;foetale clavicotomy;foetale clavicotomy
62777006;Gram stain;Gramkleuring;gramkleuring;Gramkleuring .
62843007;Manipulation of lung;Manipulatie van long;manipulatie van long;Manipulatie van long
62867004;Teleradiotherapy with radioactive cesium;Teleradiotherapy met radioactief cesium;teleradiotherapy met radioactief cesium;Teleradiotherapy met radioactief cesium
63091003;Secondary sialodochoplasty;Secundaire sialodochoplasty;secundaire sialodochoplasty;Secundaire sialodochoplasty
63185002;Laparoscopy with biopsy;Laparoscopie met biopsie;laparoscopie met biopsie;Laparoscopie met biopsie
63313009;Lumbar sympathetic ganglionectomy;Lumbale sympathische ganglionectomy;lumbale sympathische ganglionectomy;Lumbale sympathische ganglionectomy
63356004;Capsulectomy of lens;Capsulectomy van de lens;capsulectomy van de lens;Capsulectomy van de lens
63389004;Drainage of bursa;Drainage van bursa;drainage van bursa;Drainage van bursa
63407004;Episioproctotomy;Episioproctotomy;episioproctotomy;Episioproctotomy
63630000;Biofeedback, intestinal borborygmi;Biofeedback , intestinale borborygmi;biofeedback , intestinale borborygmi;Biofeedback , intestinale borborygmi
63933000;Ventriculostomy;ventriculostomie;ventriculostomie;ventriculostomie
64061001;Capsulectomy of wrist;Capsulectomy pols;capsulectomy pols;Capsulectomy pols
64063003;Radical cystectomy;radicale cystectomie;radicale cystectomie;radicale cystectomie
64302003;Calculus analysis;calculus analyse;calculus analyse;calculus analyse
64356005;Hemimandibulectomy;Hemimandibulectomy;hemimandibulectomy;Hemimandibulectomy
64562004;Hysterotrachelorrhaphy;Hysterotrachelorrhaphy;hysterotrachelorrhaphy;Hysterotrachelorrhaphy
64608008;Excision of ascending aorta;Excisie van aorta ascendens;excisie van aorta ascendens;Excisie van aorta ascendens
64623003;Immobilization physiotherapy;immobilisatie fysiotherapie;immobilisatie fysiotherapie;immobilisatie fysiotherapie
64656002;Ventriculomyocardiotomy;Ventriculomyocardiotomy;ventriculomyocardiotomy;Ventriculomyocardiotomy
64663002;Prostatic massage;prostaat massage;prostaat massage;prostaat massage
64738007;Cardiometry;Cardiometry;cardiometry;Cardiometry
65310005;Vagotomy;vagotomie;vagotomie;vagotomie
65551008;Radical retropubic prostatectomy;Radicale prostatectomie retropubische;radicale prostatectomie , retropubische;Radicale prostatectomie retropubische
65854006;Reexcision;Reexcision;reexcision;Reexcision
65954005;Hepaticocystoduodenostomy;Hepaticocystoduodenostomy;hepaticocystoduodenostomy;Hepaticocystoduodenostomy
66391000;Traction;Tractie;tractie;Aandrijving
66478002;Total laryngectomy;totale laryngectomie;totale laryngectomie;totale laryngectomie
66542005;Zonulolysis with lens extraction;Zonulolysis met lensextractie;zonulolysis met lensextractie;Zonulolysis met lensextractie
66605009;Cardiopneumopexy;Cardiopneumopexy;cardiopneumopexy;cardiopneumopexie
66633009;Nephrocystanastomosis;Nephrocystanastomosis;nephrocystanastomosis;Nephrocystanastomosis
66740000;Coloplication;Coloplication;coloplication;coloplicatio
66943005;Ureterectomy with bladder cuff;Ureterectomie met blaas cuff;ureterectomie met blaas cuff;Ureterectomie met blaas cuff
67212000;Ileocystoplasty;Ileocystoplasty;ileocystoplasty;Ileocystoplasty
67354000;Removal of lumbosubarachnoid shunt;Verwijdering van lumbosubarachnoid shunt;verwijdering van lumbosubarachnoid shunt;Verwijdering van lumbosubarachnoid shunt
67512004;Epicardiectomy;Epicardiectomy;epicardiectomy;Epicardiectomy
67533008;Auditory rehabilitation;auditieve revalidatie;auditieve revalidatie;auditieve revalidatie
67598001;Retropubic prostatectomy;retropubische prostatectomie;retropubische prostatectomie;retropubische prostatectomie
