SNOMED conceptID;SNOMED term
4613005;Radioimmunoassay	
4625008;Apical pulse taking	
4626009;Take-down of arterial anastomosis	
4636001;Denker operation for radical maxillary antrotomy	
4640005;Ligation of fallopian tubes by abdominal approach	
4642002;Removal of inflatable penile prosthesis, with pump, reservoir and cylinders	
4660002;Diagnostic procedure on phalanges of foot	
4670000;Catheterization of bronchus	
4671001;Excision of lesion from sphenoid sinus	
4672008;Medical procedure on the nervous system	
4691008;Identification of rotavirus antigen in feces	
4692001;Transplantation of artery of upper extremity	
4694000;Percutaneous needle biopsy of muscle	
4699005;Stain, alpha naphthyl butyrate, blood or bone marrow	
4699005;Alpha naphthyl butyrate stain method, blood or bone marrow	
4701005;Colony forming unit-granulocyte-monocyte-erythroid-megakaryocyte assay	
4707009;Partial excision of calcaneus	
4712005;Removal of Gardner Wells tongs from skull	
4713000;Endoscopy and photography	
4719001;Psychologic cognitive testing and assessment	
4727005;Lipoprotein electrophoresis	
4734007;Irrigation of wound catheter of integument	
4737000;Mycobacteria culture	
4756005;Cryotherapy of subcutaneous tissue	
4758006;Incudostapediopexy	
4764004;Jet ventilation procedure	
4765003;Insertion of ocular implant following or secondary to enucleation	
4770005;Colporrhaphy for repair of urethrocele	
4772002;Reduction of torsion of spermatic cord	
4784000;Operation on sublingual gland	
4804005;Microbial identification test	
4811009;Reconstruction of diaphragm	
4815000;Antibody identification, RBC antibody panel, enzyme, 2 stage technique including anti-human globulin	
4815000;Antibody identification, red blood cell antibody panel, enzyme, 2 stage technique including anti-human globulin	
4820000;Incision of labial frenum	
4827002;Shower hydrotherapy	
4829004;Excision of small intestine for interposition	
4847005;Anesthesia for cesarean section	
4849008;Biopsy of ovary	
4862007;Revision of anastomosis of large intestine	
4877004;Extracapsular extraction of lens with iridectomy	
4891005;Proctostomy	
4895001;Construction of sigmoid bladder	
4902005;Ethchlorvynol measurement	
4903000;Serum protein electrophoresis	
4904006;Dilation of anal sphincter under nonlocal anesthesia	
4914002;Treatment planning for teletherapy	
4929000;Local perfusion of kidney	
4930005;Repair of thoracogastric fistula	
4934001;Salpingography	
4957007;Cervical spinal fusion for pseudoarthrosis	
4966006;Extracorporeal perfusion	
4970003;Venography	
4974007;Operation on liver	
4976009;Anesthesia for endoscopic procedure on lower extremity	
4987001;Osteoplasty of cranium with flap of bone	
4992004;Cardiac catheterization, left heart, retrograde, percutaneous	
4993009;Ischemic limb exercise with EMG and lactic acid determination	
4993009;Ischemic limb exercise with electromyography and lactic acid determination	
5016005;Pontic, resin with high noble metal	
5019003;Direct laryngoscopy with biopsy	
5021008;Aldosterone measurement, standing, normal salt diet	
5022001;Lysergic acid diethylamide measurement	
5025004;Semen analysis, presence and motility of sperm	
5032008;Labial veneer, porcelain laminate, laboratory	
5034009;Graft to hair-bearing skin	
5048009;External cephalic version with tocolysis	
5055006;Uniscept system test	
5057003;Radical orbitomaxillectomy	
5065000;Reduction of closed traumatic hip dislocation with anesthesia	
5091004;Peripheral vascular disease study	
5105000;Endoscopy of renal pelvis	
5110001;Ultrasound peripheral imaging, real time scan	
5113004;T4 free measurement	
5119000;Epiglottidectomy	
5121005;Wedge osteotomy of pelvic bone	
5123008;Anesthesia for procedure on pericardium with pump oxygenator	
5130002;Extraction of primary membranous cataract by discission	
5131003;Radiography of chest wall	
5135007;Diagnostic procedure on scapula	
5147001;Excision of lesion of ankle joint	
5151004;Manual reduction of rectal hemorrhoids	
5154007;Speech therapy (regime/therapy)(procedure)	
5161006;Specialty clinic admission	
5162004;Excision of pressure ulcer	
5165002;Division of thoracic artery	
5176003;Thromboendarterectomy with graft of renal artery	
5182000;Total body perfusion	
5184004;Osteotomy of shaft of femur with fixation	
5186002;Arthrotomy for synovectomy of glenohumeral joint	
5190000;Cell fusion	
5191001;Surgical treatment of missed abortion of second trimester	
5212002;Excision of lesion of lacrimal gland by frontal approach	
5216004;Three dimensional ultrasound imaging of heart	
5233006;Lateral fasciotomy	
5243009;Suture of adenoid fossa	
5245002;Transplantation of peripheral vein	
5246001;Breakpoint cluster region analysis	
5264008;Total bile acids measurement	
5267001;Ligation of adrenal artery	
5270002;Bilateral destruction of fallopian tubes	
5273000;Reduction of closed fracture of proximal end of ulna with manipulation	
5273000;Manual reduction of closed fracture of proximal end of ulna	
5282006;Operation on oropharynx	
5290006;Incision and drainage of Ludwig's angina	
5298004;Incision and drainage of deep hematoma of thigh region	
5304008;Deep radiation therapy, 200-300 KVP	
5316002;Closed osteotomy of mandibular ramus	
5317006;Radical amputation of penis with bilateral pelvic lymphadenectomy	
5326009;Administration of dermatologic formulation	
5328005;Shortening of Achilles tendon	
5337005;Trocar biopsy	
5338000;Nicotine measurement	
5342002;Prophylactic treatment of tibia with methyl methacrylate	
5348003;Repair of endocardial cushion defect	
5357009;Leukocyte poor blood preparation	
5373003;Stress breaker	
5384005;Excision of part of frontal cortex	
5391008;Artificial voice rehabilitation	
5393006;Exploration of parathyroid with mediastinal exploration by sternal split approach	
5402006;Manipulation of thoracic artery	
5407000;Injection of fallopian tube	
5415002;Destruction of lesion of liver	
5419008;Lysis of adhesions of tendon of hand	
5422005;Amylase measurement, peritoneal fluid	
5429001;Diagnostic procedure on nipple	
5431005;Percutaneous transluminal angioplasty	
5433008;Skeletal X-ray of lower limb	
5446003;Excision of cervical rib for outlet compression syndrome with sympathectomy	
5447007;Transfusion	
5452002;Core needle biopsy of thymus	
5456004;Transplantation of lymphatic structure	
5457008;Serologic test for Rickettsia conorii	
5460001;Removal of prosthesis from fallopian tube	
5479003;Select picture audiometry	
5482008;Serologic test for Blastomyces	
5486006;Delayed suture of tendon of hand	
5489004;Diagnostic procedure on radius	
5506006;Incision and exploration of abdominal wall	
5517007;Restoration, inlay, porcelain/ceramic, per tooth, in addition to inlay	
5521000;Open reduction of fracture of phalanges of foot	
5536002;Arthrodesis of carpometacarpal joint of digits, other than thumb	
5545001;Repair of carotid body	
5551006;Direct laryngoscopy with arytenoidectomy with operating microscope	
5556001;Manually assisted spontaneous delivery	
5570001;Arthrotomy for infection with exploration and drainage of carpometacarpal joint	
5571002;Excision of lesion of aorta with end-to-end anastomosis	
5572009;Incision of kidney pelvis	
5586008;Aminolevulinic acid dehydratase measurement	
5608002;Excretion measurement	
5616006;Osteoplasty of tibia	
5621009;Excision of malignant neoplastic lesion of skin of extremities	
5632009;Open biopsy of bronchus	
5636007;Fistulectomy of bone	
5638008;Carbohydrate measurement	
5648005;Surgical repair and revision of shunt	
5651003;Arylsulfatase A measurement	
5663008;Phlebectomy of varicose vein of head and neck	
5669007;Portable electroencephalogram awake and asleep with stimulation	
5671007;Magnet extraction of foreign body from ciliary body	
5687005;Removal of foreign body from ovary	
5690004;Incision of seminal vesicle	
5694008;Crisis intervention with follow-up	
5721002;Repair of eyebrow	
5722009;Surgical reanastomosis of colon	
5726007;Removal of epicardial electrodes	
5728008;Anoscopy for removal of foreign body	
5731009;Hemosiderin, quantitative measurement	
5733007;Fluorescent identification of anti-nuclear antibody	
5738003;Biopsy of cul-de-sac	
5745003;Excision ampulla of Vater with reimplantation of common duct	
5760000;Osteoplasty of radius and ulna, shortening	
5771004;Blepharotomy	
5777000;Flexorplasty of elbow	
5781000;Operation on nasal septum	
5785009;Forensic autopsy	
5787001;Elevation of bone fragments of orbit of skull with debridement	
5789003;Lysis of adhesions of intestines	
5796001;Excision of external thrombotic hemorrhoid	
5806001;Revision of tracheostomy scar	
5807005;Fenestration of inner ear, initial	
5809008;Selective vagotomy with pyloroplasty and gastrostomy	
5812006;Laboratory reporting, fax	
5818005;Flocculation test	
5821007;Ligation, division and complete stripping of long and short saphenous veins	
5823005;Diagnostic radiography, left	
5832007;Partial ostectomy of thorax, ribs or sternum	
5845006;Emulsification procedure	
5846007;Diagnostic radiography of toes	
5857002;Complement mediated cytotoxicity assay	
5865004;Open reduction of dislocation of toe	
5870006;Tertiary closure of abdominal wall	
5880005;Physical examination procedure	
5892005;Mastoid antrotomy	
5894006;Methyl red test	
5897004;Removal of Scribner shunt	
5902003;History and physical examination, complete	
5925002;Incision and drainage of hematoma of wrist	
5930003;Cardiac monitor removal	
5947002;Consultation for hearing and/or speech problem	
5961007;Division of blood vessels of cornea	
5966002;Removal of foreign body from elbow area, deep	
5971009;Incision and drainage of axilla	
5983006;Repair of spermatic cord	
5986003;Non-sensitized spontaneous sheep erythrocyte binding, E-rosette	
5992009;Midtarsal arthrodesis, multiple	
5995006;Gas liquid chromatography, flame photometric type	
5997003;Drainage of cerebral subarachnoid space by aspiration	
5998008;radical lymph node dissection of groin	
6005008;Transplantation of vitreous by anterior approach	
6007000;Magnetic resonance imaging of chest	
6019008;Endoscopy of large intestine	
6025007;Laparoscopic appendectomy	
6026008;Removal of coronary artery obstruction by percutaneous transluminal balloon with thrombolytic agent	
6029001;Augmentation of outflow tract of pulmonary valve	
6035001;Chart abstracting	
6063004;Kanamycin measurement	
6069000;Panniculotomy	
6082008;Perforation of footplate	
6092000;Aspiration of nasal sinus by puncture	
6100001;Fenestration of stapes footplate with vein graft	
6108008;Subdural tap through fontanel, infant, initial	
6119006;Local destruction of lesion of bony palate	
6125005;Change of gastrostomy tube	
6126006;Fitzgerald factor assay	
6127002;Diagnostic radiography of abdomen, oblique standard	
6130009;Surgical exposure of impacted or unerupted tooth to aid eruption	
6133006;Lymphokine assay	
6143009;Diabetic patient education	
6143009;Diabetic education	
6146001;Repair of heart septum with prosthesis	
6148000;Chondrectomy of semilunar cartilage of knee	
6157006;Endoscopic retrograde cholangiopancreatography with biopsy	
6159009;Galactose measurement	
6161000;Excision of lesion of capsule of toes	
6164008;Osteoclasis of clavicle	
6166005;Nephropyeloureterostomy	
6177004;Southern blot assay	
6187000;Repair of aneurysm with graft of common femoral artery	
6188005;Arthrotomy of knee	
6189002;Excision of aberrant tissue of breast	
6190006;Colopexy	
6195001;Transurethral drainage of prostatic abscess	
6198004;Repair of fracture with Sofield type procedure	
6200005;Excision of lesion of female perineum	
6205000;Fluorescent antigen, titer	
6213004;Prescribing corneoscleral contact lens	
6221005;Suture of colon	
