conceptId;Beschrijving;conceptId;Beschrijving thot
6188005;arthrotomie van de knie;6188005;artrotomie knie
6190006;colopexie;6190006;colopexy
6195001;transurethrale drainage prostaatabces;6195001;transurethrale drainage van prostaat
6200005;excisie van letsel van perineum;6200005;excisie bekkenbodempijn vrouw
6221005;hechten van het colon;6221005;hechting van colon
6274000;excisie glomustumor , extratemporaal;6274000;excisie aurale glomus - uitgebreide , extratemporal
6295005;sequestrectomie van het bekken;6295005;sequestrectomie van bekken
6307005;keratofakie;6307005;keratophakia
6337001;ligatuur van aortaboog;6337001;ligatuur van aortaboog
6355005;verwijderen van inwendige fixatie uit de radius;6355005;verwijdering van interne fixatie van radius
6358007;hechting van gewrichskapsel;6358007;capsulorafie gewricht
6384001;verwijderen van een device uit het digestieve systeem;6384001;verwijdering , van spijsverteringsstelsel
6385000;exploratie van discus;6385000;exploration van ruimte van tussenwervelschijf
6402000;excisie van de ductus choledochus;6402000;choledochectomie
6403005;verlengen van handspier;6403005;verlenging van hand
6419003;excisie van een diepe subfasciale tumor ter hoogte van de elleboog;6419003;excisie van tumor van elleboog , diep - subfascial
6438007;exploratie van het ciliair lichaam;6438007;exploration van corpus ciliare
6444006;enlargement of fornix;6444006;hypertrofie van socket
6465000;incisie en drainage van het glenohumeraal gewricht omwille van infectie;6465000;artrotomie van voor infecties met abcesdrainage
6486000;curettage van sclera;6486000;curettage sclera
6487009;peespulley reconstructie thv de hand met peesprothese;6487009;hand pees pulley herstel met aangedane pees prothese
6499002;tsuge operatie omwille van macrodactylie van de vinger;6499002;tsuge chirurgie vinger en macrodactylie herstel
6527005;endoscopische fimbriectomie volgend Uchida met tubaire ligatie;6527005;uchida fimbriectomy met tubaire door endoscopie
6535008;excisie van een cyste van de hand;6535008;excisie van hand
6536009;implantatie van tricuspidal klep met weefsel greffe;6536009;implantatie van met weefseltransplantaten
6563005;transpositie van handspier;6563005;transpositie van hand
6567006;commissurotomie van pulmonaalklep met transveneuze ballon;6567006;pulmonale commissurotomy door transvenous transluminale kleuring
6601003;verwijderen vreemd lichaam uit axilla;6601003;verwijdering van oksel
6634001;destructie van hemorro ï den , intern;6634001;van rectum aambeien , interne
6670003;sluiten van externe fistel van trachea;6670003;herstel van huid van de trachea
6682007;reimplantatie van geamputeerd oor;6682007;retinaloslating herstel amputated oor
6708002;intrauterine cordocentesis;6708002;cordocentese
6712008;doorprikken van nagel;6712008;piercing van
6719004;incisie van het femur;6719004;incisie van femur
6722002;nefrolithotomie voor steenextractie;6722002;nefrolithotomy , verwijdering van niersteen
6726004;transabdominale drainage van appendiculair abces;6726004;drainage via de incisie van abces door transabdominal approach
6727008;excisie van een botletsel ter hoogte van de humerus;6727008;excisie van humerus
6737003;spoelen van ventrikelshunt;6737003;irrigatietherapie van fistel
6745008;indirecte laryngoscopie met verwijderen van vreemd voorwerp;6745008;indirecte laryngoscopie met vreemd lichaam verwijdering
6759001;transthoracale oesofago - jejunostomie;6759001;oesofagojejunostomie op thoracaal approach
6760006;excisie van een letsel ter hoogte van een falanx van de voet;6760006;excisie phalanges van voet
6774004;sluiten van tracheostomie;6774004;tracheostomie sluiting
6776002;auriculair aneurysmectomie;6776002;atrium aneurysmectomie
6779009;open behandeling van femorale epifysiolyse;6779009;open behandeling afgegeleden femurepifyse
6794008;oppervlakkige zacht weefsel biopsie van de pols;6794008;biopsie weke delen van pols , oppervlakkige
6801000;resectie van het mesenterium;6801000;resectie , mesenterisch
6818001;excisie van de mondmucosa;6818001;excisie van de wangmucosa
6889000;inkorten van de sclera door plaatsen van een sclerale buckle;6889000;korte van door arruga
6915004;stomach al liesbreukherstel van gastrostomie tempor en temporaire Brunschwig operation;6915004;brunschwig tijdelijke gastrostomie
6948004;verwijderen van verkalking van handpees;6948004;verwijdering van calcareous neerslag pees van hand
6967000;open reductie van de epifyse van de fibula;6967000;open reductie van scheiding van femurepifyse fibula
6968005;cannulatie van cisterna chyli;6968005;katheterisatie , cisterna chyli
6976007;craniocervicale fusie;6976007;craniocervical fusie
7001008;incisie van het tongfrenulum;7001008;tongriemoperatie
7017002;ligatuur van vena jugularis interna;7017002;ligatuur van vena jugularis interna
7026004;pectoralis major peestranfer;7026004;transport , pectoralis grote pees
7040003;adhesiolyse van ganglion;7040003;peritoneale verklevingen verwijderen ganglia
7082004;reductie en inwendige fixatie van een fractuur van de hand;7082004;reductie van fractuur met inwendige fixatie
7098006;verwijderen van een vreemd voorwerp uit een wervel;7098006;verwijdering van halswervel
7105001;bosworth arthroplastiek voor acromioclaviculaire separatie;7105001;bosworth chirurgie artroplastiek voor acromioclaviculair retinalagen
7122004;embolectomie van abdominale vene;7122004;embolectomie abdominale veneuze
7171009;verkorten van ronde band;7171009;korte van ligamentum rotundum
7177008;horizontale osteotomie onderkaak;7177008;horizontale osteotomie mandibula
7218004;thombectomie vena cava met catheter via abdominale incisie;7218004;trombectomie met katheterisatie van vena cava door abdominale incisie
7223004;afbreken van colostomie;7223004;tracheostomie sluiting van colon
7232002;adrenalectomie van overblijvend weefsel;7232002;adrenalectomie ( remaining klier
7239006;procto - sigmoiedoscopie voor dilatatie;7239006;proctosigmoidoscopy voor dilatatie
7246002;nierbiopsie;7246002;biopsie nier
7260000;open biopsie van de galblaas;7260000;open biopsie van
7268007;injectie van vitreum substituut;7268007;inspuiting van glasvocht substituten
7298000;fulguratie van de huid;7298000;diathermie van
7304009;adhysiolyse vaginaal;7304009;peritoneale verklevingen verwijderen van vagina
7306006;partiele excisie van tibia en fibula;7306006;parti ostectomie van tibia en fibula
7364007;complete ligatuur van vena femoralis;7364007;onderbinden van vena femoralis volledig
7365008;ligatie van abdominale arterie;7365008;ligatuur van buik arterie
7375006;bronchoscopie via tracheostomie met biopsie van bronchus;7375006;bronchoscopie via tracheostomie met bronchusbiopsie
7383000;anastomose van intra - thoracale arterie;7383000;anastomose van arterie
7388009;herstel van fistel tussen greffe en darm;7388009;herstel van arteri graft enterische fistel
7414004;intraoperatieve transluminele aorta plastie;7414004;operatieve transluminale aorta angioplastiek
7418001;vasthechten van fascia aan bot van de hand;7418001;hechting van fascia aan skelet attachment hand
7430007;cryotherapie van huidletsel met vloeibare stikstof;7430007;cryotherapie van huid met losse stikstof
7459007;revisie van arterioveneuze fistel met trombectomie en autologe greffe;7459007;hervormen van fistel met trombectomie met autologe transplantatie
7486007;herinsertie van spier;7486007;spierheraanhechting
7495004;liver stal liesbreukherstel van Stromeyer en h é patotomie Stromeyer;7495004;stromeyer - locus chirurgische hepatotomy
7534000;herstel perineourethroscrotale fistel;7534000;herstel perineourethroscrotal fistel
7541006;incisie en exploratie testis;7541006;testesexploratie
7553005;excisionele biopsie van het oog;7553005;biopsie oog
7556002;afbinden ureter;7556002;ligatuur van ureter
7562007;radioisotopen onderzoek van het endocriene stelsel;7562007;radio endocrien
7621005;transplantatie van peritoneaal weefsel;7621005;van peritoneum , weefsel
7642007;endarteri ë ctomie va abdominale arterie;7642007;endarterectomie van buik arterie
7663009;herstel van trauma van de oogbol;7663009;herstel van oogbol
7664003;incisie van uitwendige gehoorgang;7664003;van uitwendige gehoorgang
7709002;transfer van een vinger naar de contralaterale hand omwille van amputatie;7709002;transpositie van vinger en opposite hand met amputatie
7750005;indirecte laryngoscopie met flexibele fiberoptische laryngoscoop met bioptiename;7750005;flexibele sigmo laryngoscopie met biopsie
7775009;ligatie van abdominale variceuse vene;7775009;ligatuur van abdominale veneuze spataderen
7782008;doornemen van ligament van de schouder;7782008;verwijderen van schouder
7797006;maag poliepectomie;7797006;maagpoliepectomie
7798001;conjunctivoplastie;7798001;conjunctivaherstel met conjunctiva transplantaat
7807006;excisie van ganglion van peesschede;7807006;ganglionectomy van de peesschede plaatsen
7813002;oesofagojejunostomie met dundarminterpositie;7813002;oesofagojejunostomie met interposition van dunne darm
7821008;marsupialisatie van buitenoor;7821008;unroofing van het oor
7823006;herstel van kruisband van de knie;7823006;primaire herstel gescheurde ligament van knie , cruciate
7824000;vergroten bestaand atrium septum defect;7824000;hypertrofie pre ë defect
7833003;endoscopisch verwijderen van letsel in de Wirsung;7833003;endoscopische excisie van de ductus pancreaticus
7891004;periurethrale suspensie;7891004;periuretraal suspension
7898005;destructie van retinaletsel met cryotherapie;7898005;cryochirurgie van door cryotherapie
7937001;transplantatie van bijnier;7937001;van bijnier
7981009;herstel endocardial cushion defect met weefselgreffe;7981009;endocard kussendefect herstel met weefseltransplantaten
7989006;verwijderen van een heupprothese;7989006;verwijdering van heupprotese
8020008;arthroplastiek van de schouder met synthetische gewrichtsprothese;8020008;schouderverplaatsing
8021007;arthrotomie van de elleboog voor infectie met verwijderen van vreemd voorwerp;8021007;artrotomie elleboog voor infecties met vreemd lichaam verwijdering
8093000;transuretero - ureterostomie;8093000;transureteroureterostomy
8126004;transpositie van weefsel van de thoraxwand;8126004;transpositie weefsel borstkas
8136007;nazicht litteken;8136007;hervormen van huid
8142006;rhinoplastie volgens Weir;8142006;weir chirurgie voor correctie nostrils
8152005;verwijderen van inwendige fixatie van de ulna;8152005;verwijdering van interne fixatie van ulna
8174004;Roux - en - Y cholecysto - enterostomie;8174004;roux - en - y cholecystenterostomie
8180007;coloscopie met fiberscoop doorheen colostomie;8180007;flexibele coloscopie via colostomie
8189008;parti ë le penisamputatie;8189008;parti penisamputatie
8192007;herstel van enterocoele via vaginale weg;8192007;enterok è le herstel door vaginale approach
8194008;sluiten van pyelocutane fistel;8194008;herstel pyelocutaneous fistel
8215004;lisfranc schouderdesarticulatie;8215004;lisfranc schouder exarticulatie
8223002;osseuse labyrinthectomie;8223002;membraneuze labyrintectomie bot
8232000;infiltratie van ganglion cyste;8232000;inspuiting van cyste
8255002;herstel van filterende bleb met sutuur;8255002;herstel filtering blaar ligatuur
8259008;insertie van een botstimulator in de scapula;8259008;plaatsing van groeivertraging vagus stimulatorverwijdering naar scapula
8290005;ge ï nduceerde cardioplegie;8290005;cardioplegie
8305008;verwijderen van corpus alienum uit het rectum onder narcose;8305008;verwijdering van vreemd lichaam uit rectum vliezen anesthesie
8306009;diagnostische dopplerechografie;8306009;echo doppler
8322005;sluiten van een maagulcus;8322005;herstel van maag
8324006;incisie en drainage van een rectaal abces;8324006;drainage via de incisie van rectaal
8332003;excisie van diepe jugulaire lymfeklieren;8332003;excisie van jugularis type
8345004;wigbiopsie van de lever;8345004;teennagelwig leverbiopsie
8353007;excisie van lesie van vene van onderste lidmaat;8353007;excisie van onderste ledemaat
8382008;shunt arteria pulmonalis en innominata;8382008;shunt goodpasture truncus brachiocephalicus shunt
8388007;parti ë le horizontale laryngectomie;8388007;parti horizontale laryngectomie
8403000;herstel van nasofaryngeale fistel;8403000;herstel van nasofaryngeale fistel
8409001;embolectomie van de arteria femoralis communis;8409001;femorale embolectomie
8422009;sclerotherapie van haemorroiden;8422009;hemorro ï deninjectie
8430005;plaatsen van teflon implant in de epiglottis;8430005;teflon implantaat naar epiglottis
8444004;verwijderen van galstenen uit de lever;8444004;verwijdering van galblaas van lever
8462008;arthrotomie van de vinger;8462008;artrotomie vinger
8500004;gesloten subcutane tenotomie van heupadductoren;8500004;tenotomie ( abductor ) heup subcutaan gesloten
8508006;osteotomie van metatarsaal;8508006;osteotomie van middenvoetsbeen
8558004;incisie en drainage van een diep pelvi - rectaal abces;8558004;drainage via de incisie van pelvirectal abces
