SNOMED conceptID;Thot vertaling
5121005;teennagelwig osteotomie van bekken
5123008;anesthesie en verrichting pericard met hart - longmachine
5130002;van primair membraneuze cataract door discission
5131003;r ö ntgenfoto nao borstkas
5135007;vasculaire diagnostische verrichting scapula
5147001;excisie van van
5151004;gesloten fractuurmanipulatie rectum aambeien
5154007;logopedie nao
5161006;specialisme clinic admission
5162004;excisie van ulcus
5165002;verwijderen van arterie
5176003;endarterectomie met transplantaat van arteria renalis
5182000;lichaam perfusie
5184004;osteotomie van femurschacht , met fractuur
5186002;heupprotese synovi ë ctomie schouders
5190000;fusie , cel -
5191001;heelkundige behandeling abortus tweede trimester
5212002;excisie van van de traanklier door frontale approach
5216004;echocardiografie , driedimensionele
5233006;laterale fasciotomie
5243009;hechting van adeno ï fossa
5245002;van perifere vene
5246001;breakpoint cluster regio analyse
5264008;totale galzuren
5267001;ligatuur van bijnier arterie
5270002;bilaterale van tuba uterusligamenten
5273000;reductie van gesloten fractuur met manipulatie
5282006;chirurgie van de oropharynx
5290006;drainage via de incisie van angina
5298004;drainage via de incisie van hematoom dij regio
5304008;diepe radiotherapie 200 - 300 kvp
5316002;gesloten osteotomie van ramus
5317006;radicale penisamputatie met bilaterale pelviene lymfadenectomie
5326009;geneesmiddelentoediening , dermatologic formulation
5328005;korte achillespees
5337005;trocar biopsie
5338000;nicotine -
5342002;profylaxe tibia met methyl methacrylate
5348003;endocard kussendefect herstel
5357009;witte gespecificeerde hemorragische preparation
5373003;stress - breaker
5384005;topectomie
5391008;kunstmatige stem revalidatie
5393006;exploration parathyro ï d met mediastinaal exploration door van sternum gespleten approach
5402006;manipulatie van arterie
5407000;inspuiting van tuba fallopii
5415002;van lever
5419008;tenolyse hand
5422005;amylase peritoneaal
5429001;vasculaire diagnostische verrichting tepel
5431005;percutane transluminale angioplastiek
5433008;onderste beenderige - extremiteitr ö ntgenfoto
5446003;halsribexcisie voor outlet compressie syndroom sympathectomie
5447007;transfusie
5452002;core biopsienaald thymus
5456004;transplantaat van structuren
5457008;antistof rickettsia conorii
5460001;verwijdering van tuba fallopii
5479003;select picture - audiometrie
5482008;antistof blastomyces
5486006;late tenorafie hand
5489004;vasculaire diagnostische verrichting radius
5506006;incisie en exploration van de buikwand
5517007;restoration , inlay - porseleinen en keramiek - per tand , addition - inlay
5521000;open reductie van phalanges van voet
5536002;artrodese carpometacarpale gewricht en van andere duim
5545001;herstel van glomus caroticum
5551006;directe laryngoscopie met arytenoidectomy met operating microscope
5556001;manually begeleide spontane bevalling
5570001;heupprotese infectie met exploration en drainage carpometacarpale gewricht
5571002;excisie van van met chronische -
5572009;pyelotomie
5586008;aminolevulinic zuur dehydratase -
5608002;excretie -
5616006;osteoplasty van tibia
5621009;excisie van kanker van van extremiteiten
5632009;open bronchusbiopsie
5636007;fistelexcisie bot
5638008;koolhydraattransport -
5648005;chirurgische herstel en revisie shunt
5651003;leuko - -
5663008;flebectomie van varices van hoofd en hals
5669007;portable elektro awake en asleep met stimulatie
5671007;magnet bevalling van corpus ciliare
5687005;verwijdering ovarium
5690004;van zaadblaasjes
5694008;crisisinterventie met vervolgonderzoek na behandeling
5721002;herstel wenkbrauwen
5722009;chirurgische reanastomosis nao
5726007;verwijdering van epicardial electrodes
5728008;anoscopie verwijdering vreemd lichaam
5731009;hemosiderin , quantitative -
5733007;immunofluorescentietechniek
5738003;biopsie cavum douglasi
5745003;excisie oddi met replantatie ductus communis
5760000;osteoplasty van radius korte
5771004;blepharotomy
5777000;flexorplasty van elleboog
5781000;neustussenschotoperatie
5785009;forensische autopsie
5787001;impressiefractuur van fragmentarische oogkas met wondtoilet
5789003;darmadhesielyse
5796001;excisie van uitwendige trombotische aambeien
5806001;tracheostomierevisie litteken
5807005;fenestration van binnenoor , initi ë le
5809008;selectieve vagotomie en pyloroplastiek en gastrostomie
5812006;laboratorium , reporting - fax
5818005;test , flocculatie -
5821007;ligatuur tenotomie met volledige stripping lange beenderen van en kleine saphenous venen
5823005;radiografie , long
5832007;parti ostectomie van thorax ribben , sternum
5845006;emulsification nao
5846007;r ö ntgenfoto van tenen
5857002;complementfactor gemedieerde cytotoxicity test
5865004;open reductie van teen
5870006;late sluiting van de buikwand
5880005;lichamelijk onderzoek
5892005;tepelvormig intranasaal
5894006;methyl rode -
5897004;verwijdering van scribner shunt
5902003;anamnese met lichamelijke symptomen en onderzoek volledig
5925002;drainage via de incisie van hematoom pols
5930003;hart monitor verwijdering
5947002;consult voor gehoor en spraak probleem
5961007;verwijderen van bloedvaten van cornea
5966002;verwijdering van elleboog , diepe
5971009;drainage via de incisie axilla
5983006;herstel van zaadstreng
5986003;niet - sensitized spontane schaap , gedomesticeerd rode binding , e - rosette
5992009;middenvoetwortelbeentje ( fusie , multipele
5995006;gas - vloeistofchromatografie - flame photometric type
5997003;drainage van cerebrale cavum subarachnoidale door aspiratie
5998008;liesdissectie onder regionale anesthesie
6005008;van glasvocht door voorste approach
6007000;mri van thorax
6019008;endoscopie dikke darm
6025007;laparoscopische appendicectomie
6026008;verwijdering van arteria obstructie door percutane transluminale transluminale met fibrinolytische agentia
6029001;augmentation van outflow ( klep
6035001;chart abstracting
6063004;kanamycin -
6069000;panniculotomy
6082008;perforatie footplate
6092000;aspiratie sinusitis door aspiratie
6100001;fenestration van stijgbeugel footplate met vena transplantaat
6108008;subduraal paracentesis via fontanel - infant - initi ë le
6119006;lokale cryochirurgie van benige gehemelte
6125005;verplaatsing van gastrostomietube
6126006;fitzgerald factor - test
6127002;radiografie , abdominale indirecte standard
6130009;chirurgische blootstelling van impactie ( niet - doorgebroken tand - apparatuur tanddoorbraak
6133006;lymphokine test
6143009;diabetische pati ë ntenvoorlichting
6146001;herstel van septum met prothese
6148000;kniemeniscusverwijdering
6157006;endoscopische retrograde met biopsie
6159009;galactose
6161000;excisie van capsule van tenen
6164008;osteoclasis van sleutelbeen
6166005;nephropyeloureterostomy
6177004;southern blotting
6187000;aneurysmaherstel met transplantaat van arteria femoralis communis
6188005;artrotomie knie
6189002;excisie choristoom mamma
6190006;colopexy
6195001;transurethrale drainage van prostaat
6198004;herstel van fractuur met sofield type nao
6200005;excisie bekkenbodempijn vrouw
6205000;fluorescent - treponemal - antigeen - antistof
6213004;prescribing corneoscleral contactlenzen
6221005;hechting van colon
6225001;antistof test , erythrocyt , enzyme - 2 fase , , inclusief antiglobulinetest
6226000;visuele revalidatie oog beweging defect
6227009;relatie psychotherapie
6231003;transplantatie , verhemelte
6238009;r ö ntgenfoto van sacro gewrichten
6240004;knieoperatie
6255008;resectie van buik arteria met implantatie
6271008;ultrasonografie , loopgraven - scan
6274000;excisie aurale glomus - uitgebreide , extratemporal
6286002;destructieve verrichting syndroom en tuba uterusligamenten
6289009;witte histogram onderzoek
6295005;sequestrectomie van bekken
6307005;keratophakia
6309008;fecaal vet gedifferentieerde kwantitatief
6319002;b è ta - lactamase - chromogenic cephalosporin diathesis test
6337001;ligatuur van aortaboog
6339003;conditionering ( psychologie ) play audiometrie
6343004;forensische beet , mark comparison ,
6353003;mitsuda van lepromin
6354009;erytrocytensedimentatiesnelheid westergren
6355005;verwijdering van interne fixatie van radius
6358007;capsulorafie gewricht
6361008;anesthesie en poplitea endarteri ë ctomie
6363006;dilatatie van het punctum lacrimale met irrigatietherapie
6370006;chemosurgery van van
6384001;verwijdering , van spijsverteringsstelsel
6385000;exploration van ruimte van tussenwervelschijf
6388003;stain , terminale deoxynucleotidyl transferase - en beenmerg
6396008;galactokinase -
6397004;spier zwakte ontwikkeling lichaamsbeweging
6399001;verwijderen fistel met ligatuur
6402000;choledochectomie
6403005;verlenging van hand
6419003;excisie van tumor van elleboog , diep - subfascial
6429005;heteroautogenous transplantatie
6433003;gesloten hart valvotomy mitraal
6434009;vesiculae vocht test
6438007;exploration van corpus ciliare
6439004;cryochirurgie van perifere zenuw
6443000;brugtussendeel , porseleinen vergroeiing van hoofdzakelijk schedelbasisfractuur metalen
6444006;hypertrofie van socket
6465000;artrotomie van voor infecties met abcesdrainage
6466004;toediening immunisatie , passieve
6470007;amnioscopie
6473009;hechting oude ruptuur van uterus
6480006;blaas urine functieonderzoek
6486000;curettage sclera
6487009;hand pees pulley herstel met aangedane pees prothese
6491004;prote ï ne - s vrij spiegel
6499002;tsuge chirurgie vinger en macrodactylie herstel
6502003;volledige ondergebitsprothese
6506000;leggen pati ë op - bedpan
6519001;chirurgie multipele oculomotore met tijdelijke loslating uit oog
6521006;polytomography
6527005;uchida fimbriectomy met tubaire door endoscopie
6535008;excisie van hand
6536009;implantatie van met weefseltransplantaten
6543003;gecompliceerd katheterisatie
6547002;herstel met sluiting van chirurgische
6555009;implantatie infuuspomp beneath huid
6556005;reticulin antistof
6562000;cryochirurgie van tong
6563005;transpositie van hand
6567006;pulmonale commissurotomy door transvenous transluminale kleuring
6568001;vasculaire diagnostische verrichting ooglid
6585004;gesloten repositie van fractuur van tarsalia en metatarsalia
6589005;antistof titration - eiwit
6601003;verwijdering van oksel
6614002;auto - enkelvoudige stranded dna -
6615001;erg met medisch onderzoek
6622009;stoornis clasp met ë tandheelkundig brugwerk
6634001;van rectum aambeien , interne
6639006;implantatie obstructie klepaandoeningen bij shuntoperatie nao
6650009;scan traanapparaat flow functieonderzoek
6656003;akoestische stimulatietests
6657007;maintenance chemotherapie voor stoornissen
6658002;verwijdering van alveolus
6661001;king - steelquist abdominopelvische operatie
6665005;restoration , kroon , porseleinen vergroeiing van noble metalen
6668007;fibrinogeen kwantitatief
6670003;herstel van huid van de trachea
6682007;retinaloslating herstel amputated oor
6689003;geldiffusietest , qualitative
6690007;sulfonamiden -
6704000;herstel parasternal hernia
6708002;cordocentese
6712008;piercing van
6719004;incisie van femur
6722002;nefrolithotomy , verwijdering van niersteen
6726004;drainage via de incisie van abces door transabdominal approach
6727008;excisie van humerus
6728003;radiografie , volledig wervelkolom anteroposterior en laterale
6732009;type ii vroeg periodontitis matige pocket therapie
6737003;irrigatietherapie van fistel
6745008;indirecte laryngoscopie met vreemd lichaam verwijdering
6748005;elektronenmicroscopie , , glas mes making
6759001;oesofagojejunostomie op thoracaal approach
6760006;excisie phalanges van voet
6763008;reductie van gesloten heupkomfractuur fractuur met manipulatie
6774004;tracheostomie sluiting
6776002;atrium aneurysmectomie
6778001;stereotactic biopsie ruggenmerg
6779009;open behandeling afgegeleden femurepifyse
6782004;methylene blauwe plating -
6794008;biopsie weke delen van pols , oppervlakkige
6801000;resectie , mesenterisch
6812000;moh ' chemosurgery - vast weefsel ,
6818001;excisie van de wangmucosa
6832004;atherectomie
6833009;gesloten osteotomie van kamerhoek
6846004;van hypofyse
6848003;anesthesie en elektroshocktherapie
6853008;nasogastrische aspiratie
6862005;preoperatieve onderwijzen
6872008;perfusie chemotherapie voor maligne neoplasma
6880001;c3e receptor -
6889000;korte van door arruga
6898002;arthroscopically aided achterste kruisband reconstructie
6903003;metabole monitoring nao
