conceptId;Beschrijving;conceptId;Beschrijving Matecat;conceptId;Beschrijving thot mw;conceptId;beschrijving thot
3183007;sluiten van colostomie;3183007;Sluiting van de stoma;3183007;colostomie sluiting;3183007;colostomie sluiting
3186004;excisie van klieren van skene;3186004;Excisie van klier Skene;3186004;excisie van skene klier;3186004;excisie van skene klier
3190002;epilatie met tang;3190002;epileertang;3190002;ontharing door forceps;3190002;ontharing door forceps
3241008;correctie chordae met mobilisatie urethra;3241008;Correctie van chordee met de mobilisatie van de urethra;3241008;herstel gryposis met mobilization van de urethra;3241008;herstel gryposis met mobilization van de urethra
3249005;chirurgische aanmaak van bleb;3249005;Chirurgische bouw van filtratie blaar;3249005;van filtratie vesica;3249005;van filtratie vesica
3258003;cerebrale angiografie;3258003;Arteriografie van cerebrale arteri ë n;3258003;cerebrale arteriografie;3258003;cerebrale arteriografie
3278006;adhesiolyse van bursa van de hand;3278006;Lysis van verklevingen van de bursa van de hand;3278006;adhesiolyse bursa hand;3278006;adhesiolyse slijmbeurs hand
3287002;cholecysto - gastrostomie;3287002;cholecystogastrostomie;3287002;cholecystogastrostomy;3287002;cholecystogastrostomy
3326006;excise van bunionette;3326006;Excisie van bunionette;3326006;excisie bunionette;3326006;excisie bunionette
3360004;galweganastomose;3360004;Anastomose van de galwegen;3360004;galblaasanastomose;3360004;galblaasanastomose
3399007;reduceren van omentum volvulus;3399007;Vermindering van torsie van omentum;3399007;reductie van torsie;3399007;reductie van torsie
3418002;chondrectomie van de wervelkolom;3418002;Chondrectomy van de wervelkolom;3418002;discectomie;3418002;discectomie
3448004;fixatie contralaterale testis;3448004;Fixatie van contralaterale testis;3448004;van contralateral testis;3448004;van contralateral testis
3498003;hypofysechirurgie via transsfeno ï dale toegang;3498003;Totaal uitsnijding van de hypofyse door transsfenoidale aanpak;3498003;totale hypofysectomie door transsphenoidal approach;3498003;totale hypofysectomie door transsphenoidal approach
3499006;aspiratie van vitreum met vervanging;3499006;Aspiratie van glasvocht met vervangende;3499006;aspiratie vitreum met implantatie;3499006;aspiratie vitreum met implantatie
3515001;vervanging van cardiale pulsgenerator;3515001;Vervanging van de elektronische hart inrichting , pulsgenerator;3515001;hartpacemaker batterijvervanging , pols generator;3515001;hartpacemaker batterijvervanging , pols generator
3546002;aortocoronaire bypass met vena saphena;3546002;Aortocoronary artery bypass graft met vene graft;3546002;bypass met vena saphena transplantaat;3546002;bypass , met vena saphena transplantaat
3559005;inbrengen ureterstent via ureterotomie;3559005;Het inbrengen van ureterstent met ureterotomy;3559005;van ureter arteriestentplaatsing met ureterotomie;3559005;van ureter stent met ureterotomy
3562008;Rodne Smith operatie , radicale subtotale pancreatectomie;3562008;Rodney Smith operatie , radicale subtotaal pancreatectomy;3562008;rodney smith chirurgie , radicale pancreatectomie;3562008;rodney smith chirurgie , radicale pancreatectomie
3564009;verwijderen van vreemd voorwerp uit eileider;3564009;Verwijdering van vreemde lichaam van eileider;3564009;verwijdering van tuba fallopii;3564009;verwijdering van tuba fallopii
3575008;herstel van fascia met fasciagreffe;3575008;Reparatie van fascia met een graft van fascia;3575008;herstel van fascia met transplantaat van fascia;3575008;herstel van fascia met transplantatie , fascia
3605001;reductie ciliair lichaam;3605001;Vermindering van de corpus ciliare;3605001;reductie van corpus ciliare;3605001;reductie van corpus ciliare
3654008;lingulectomie van long;3654008;Lingulectomy van de long;3654008;lingulectomie long;3654008;lingulectomy long
3664004;herstel van sclerale fistel;3664004;Sluiting van sclerale fistel;3664004;herstel van sclera fistel;3664004;herstel van sclera fistel
3690001;shunt van de linker arteria subclavia naar de aorta descendens , operatie van Blalock - Park;3690001;Shunt van de linker subclavian aan aorta aflopend door Blalock - Park operatie;3690001;shunt linker subclavia van aorta descendens door blalock - parkinson operatie;3690001;shunt linker subclavia van aorta descendens door blalock - parkinson operatie
3713005;losmaken voor de quervain ' s tenosynovitis van de hand;3713005;Vrijgeven voor tenosynovitis van de hand van de Quervain;3713005;release voor ziekte van hand;3713005;release voor ziekte van hand
3734003;split thickness huidtransplantatie;3734003;Split dikte van de huid graft;3734003;split - thickness huidtransplantaat;3734003;split - thickness huidtransplantaat
3748003;biopsie van het perirenaal weefsel;3748003;Biopsie van perirenaal weefsel;3748003;biopsie perirenaal weefsel;3748003;biopsie perirenaal weefsel
3749006;reductie van een gesloten ischiumfractuur;3749006;Vermindering van gesloten ischial fractuur;3749006;reductie van gesloten ischiadica fractuur;3749006;reductie van gesloten ischial fractuur
3758004;trombectomie met katheter van de arteria subclavia via nek incisie;3758004;Thrombectomy met catheter van subclavia door nek incisie;3758004;trombectomie met katheter aberrant door hals incisie;3758004;trombectomie met katheterisatie aberrant op nek incisie
3786007;excisie van letsel van farynx;3786007;Uitsnijden van letsel van de keelholte;3786007;excisie van farynx;3786007;excisie van farynx
3796003;excisie van prolaberende mucosa ter hoogte van jejunostomie;3796003;Uitsnijden van overtollige slijmvlies van jejunostomie;3796003;excisie slurf mucosa van jejunostomie;3796003;excisie slurf mucosa van jejunostomie
3799005;Rx adeno ï ds;3799005;Radiografie van adenoids;3799005;r ö ntgenfoto van adeno ï d;3799005;r ö ntgenfoto d
3819004;embolisatie van thoracale arterie;3819004;Embolisatie van thoracale slagader;3819004;embolisatie van arterie;3819004;embolisatie van arterie
3826004;drainage abces van ooglid;3826004;Blepharotomy met de afvoer van abces van het ooglid;3826004;ooglidabcesdrainage;3826004;ooglidabcesdrainage
3828003;open biopsie van thoracaal wervellichaam;3828003;Open biopsie van wervellichaam van thoracale regio;3828003;open biopsie vertebralis corpus van;3828003;open biopsie vertebralis corpus van
3843001;verwijderen van vreemd voorwerp van fascia;3843001;Verwijdering van vreemde lichaam van fascia;3843001;verwijdering van fascia;3843001;verwijdering van fascia
3858009;echografie schildklier , A - mode;3858009;Echografie van de schildklier , A - mode;3858009;ultrasonografie , schildklier - overdraagbare;3858009;echo schildklier - overdraagbare
3861005;aneurysmectomie met anastomose van arterie van onderste lidmaat;3861005;Aneurysmectomy met anastomose van de onderste ledematen slagader;3861005;aneurysmectomie met anastomose van arterie van onderste extremiteit;3861005;aneurysmectomie met enterostomie arterie van onderste extremiteit
3864002;excisionele biopsie van het scrotum;3864002;Excisiebiopt van scrotum;3864002;biopsie scrotum;3864002;biopsie scrotum
3880007;excisie van letsel ter hoogte van de fibula;3880007;Uitsnijden van letsel van fibula;3880007;excisie van fibula;3880007;excisie van fibula
3887005;afbinden van wrat;3887005;Ligatie van de wrat;3887005;ligatuur van wratten;3887005;ligatuur van wratten
3889008;hechten van de lip;3889008;Suture van de lip;3889008;hechting van de lip;3889008;hechting van lip
3911000;spiertransplantatie;3911000;Muscle transplantatie;3911000;spier transplantatie;3911000;spier transplantatie
3917001;excisiebiopsie van een falanx van de voet;3917001;Excisiebiopt van kootjes van de voet;3917001;biopsie phalanges van voet;3917001;biopsie phalanges van voet
3938007;cerclage voor retinale reappositie;3938007;Cerclage voor retinale herbevestiging;3938007;cerclage retina reattachment;3938007;cerclage retina reattachment
3942005;cystopexie;3942005;Cystopexy;3942005;cystopexie;3942005;cystopexie
3957003;arteriectomie van thoracoabdominale aorta;3957003;Arteriectomy van thoracoabdominal aorta;3957003;arteri ë ctomie van thoraco - abdominaal;3957003;arteri ë ctomie van thoracoabdominal van aorta
3968003;facetectomie van wervel;3968003;Facetectomie van wervel;3968003;facetectomy van wervel;3968003;facetectomy van wervel
3980006;subtotale oesofagectomie;3980006;Subtotaal resectie van de slokdarm;3980006;subtotale resectie van slokdarm;3980006;subtotale resectie van slokdarm
4027001;implantatie electrostimulator in n phrenicus;4027001;Implantatie van elektronische stimulator in phrenicus;4027001;implantatie elektronica vagus stimulatorverwijdering naar nervus phrenicus;4027001;implantatie elektronica vagus stimulatorverwijdering naar nervus phrenicus
4036002;uitgebreid arthroscopisch debridement van de elleboog;4036002;Artroscopie van de elleboog met uitgebreide debridement;4036002;artroscopie elleboog met extensive wondtoilet;4036002;artroscopie elleboog , met extensive wondtoilet
4044002;definitieve colostomie;4044002;permanente stoma;4044002;permanente colostomie;4044002;permanente colostomie
4045001;ventriculaire drainage via incisie;4045001;Drainage van cerebrale ventrikel door incisie;4045001;drainage van hersenventrikel door incisie;4045001;drainage van hersenventrikel door incisie
4068005;verwijderen en vervangen van ventriculair reservoir;4068005;Verwijdering van ventriculaire reservoir met synchrone vervangende;4068005;verwijdering van klep irrigatie met synchronous implantatie;4068005;verwijdering van klep irrigatie met synchronous implantatie
4090005;vervanging van transveneuze atriale en ventriculaire pacemaker leads;4090005;Vervanging van transveneuze atriale en ventriculaire pacemaker elektrode leads;4090005;implantatie van transvenous atriale en ventriculaire pacemaker elektrode afleidingen;4090005;vervanging van transvenous atriale en ventrikel hartpacemaker ( elektrode ) leads
4101004;revisie van een lumbo - externe drainage;4101004;Herziening van spinale pleurothecal shunt;4101004;revisie van pleurothecal shunt;4101004;revisie van pleurothecal shunt
4119008;intracraniale flebectomie met anastomosis;4119008;Intracrani ë le phlebectomy met anastomose;4119008;intracraniale flebectomie met anastomose;4119008;intracraniale flebectomie met anastomose
4176005;Operatie van Fothergill voor baarmoeder;4176005;Fothergill operatie op baarmoeder;4176005;trigeminus uterusoperatie;4176005;pijn uterusoperatie
4214007;intracardiale injectie voor cardiale resuscitatie;4214007;Intracardiale injectie van hartreanimatie;4214007;intracardiale injectie voor cardiale reanimatie;4214007;intracardiac injectie voor hartziekte reanimatie
4252008;aneurysmectomie met vervanging door interpositiegreffe;4252008;Aneurysmectomy met graft vervanging door tussenkomst;4252008;aneurysmectomie met transplantaat implantatie door interposition;4252008;aneurysmectomie met transplantaat implantatie door interposition
4263006;biopsie van oppervlakkig zachtweefsel van de elleboog regio;4263006;Biopsie van zacht weefsel van de elleboog gebied , oppervlakkige;4263006;biopsie weke delen van elleboog , oppervlakkige;4263006;biopsie weke delen van elleboog , oppervlakkige
4285000;insertie van een botstimulator in het femur;4285000;Het inbrengen van botgroei stimulator in femur;4285000;katheterisatie van groeivertraging vagus stimulatorverwijdering naar femur;4285000;plaatsing van groeivertraging vagus stimulatorverwijdering naar femur
4293000;open chirurgische reductie van darm intussusceptie;4293000;Vermindering van darminvaginatie door laparotomie;4293000;reductie intussusceptie door laparotomie;4293000;reductie intussusceptie door laparotomie
4304000;excisie tricuspiedklepblad;4304000;Uitsnijden van vooravond van tricuspidalisklep;4304000;excisie cuspis van;4304000;excisie van cusp van
4321009;bilaterale angiografie van het been;4321009;Angiografie van de onderste extremiteiten slagaders , bilaterale;4321009;angiografie van arteriae dubbelzijdig;4321009;angiografie van arterie dubbelzijdig
4323007;destructie van letsel van de sclera;4323007;Vernietiging van letsel van sclera;4323007;cryochirurgie van;4323007;cryochirurgie van
4336007;Lloyd - Davies abdomino - perineale resectie;4336007;Lloyd - Davies operatie , abdominoperineale resectie;4336007;lloyd - davies chirurgie nao abdominoperineale resectie;4336007;lloyd - davies chirurgie nao abdominoperineale resectie
4339000;sluiten van een naso - labiale fistel;4339000;Reparatie van nasolabiale fistel;4339000;herstel nasolabialis fistel;4339000;herstel nasolabial fistel
4341004;volledige submucosale resectie van de neusschelp;4341004;Compleet submukeuze resectie van turbinate;4341004;volledige submuceuze resectie van conchae;4341004;volledige submuceuze resectie van conchae nasales
4344007;cryopexie;4344007;cryopexie;4344007;cryopexie;4344007;cryopexy
4350002;verwijderen van cornea implant;4350002;Verwijdering van implantaat hoornvlies;4350002;verwijdering van cornea;4350002;verwijdering van cornea
4363008;endoscopische brushing van trachea;4363008;Endoscopische borstel biopsie van de luchtpijp;4363008;endoscopische borstelbiopsie trachea;4363008;endoscopische brush luchtpijpbiopsie
4365001;herstel;4365001;chirurgische reparatie;4365001;chirurgische herstel;4365001;chirurgische herstel
4387005;valvuloplastie pulmonalisklep in totaal herstel tetralogie van fallot;4387005;Valvuloplasty van pulmonale klep in de totale reparatie van tetralogie van Fallot;4387005;longklepherstel in totale tetralogie van fallot - herstel;4387005;longklepherstel in totale tetralogie van fallot - herstel
